,Ticker,Description,Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Free Cash Flow (Quarterly YoY Growth),3-Month Performance,Basic EPS (FY),EPS Diluted (TTM),EBITDA (TTM),Gross Profit (MRQ),Gross Profit (FY),Total Revenue (FY),EPS Diluted (FY),Last Year Revenue (FY),Net Income (FY),Current Ratio (MRQ),Debt to Equity Ratio (MRQ),Net Debt (MRQ),Quick Ratio (MRQ),Total Assets (MRQ),Total Debt (MRQ),Total Current Assets (MRQ),Dividend Yield Forward,Dividends Paid (FY),Dividends per Share (FY),Gross Margin (TTM),Operating Margin (TTM),Pretax Margin (TTM),Net Margin (TTM),6-Month Performance,YTD Performance,Yearly Performance,1-Year Beta,Volatility,Price to Revenue Ratio (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),Total Shares Outstanding
200,STZ,"Constellation Brands, Inc.",226.36,41773747857.29307,2325.10162602,0.3324,10000.0,Consumer Non-Durables,-13.55888563,19.02786279,-43.89953931,-8.72212589,-0.2122,0.0984,3568000000.0,1238100000.0,4599700000.0,8821800000.0,-0.2122,8821800000.0,-40400000.0,1.29390826,1.39643443,11987300000.0,0.63262385,24463000000.0,12172300000.0,3525900000.0,1.3986626,-573000000.0,3.04,51.98033267,32.52536876,6.53938697,1.06078042,-7.61570484,-2.43103448,-3.08686903,0.70249486,2.11429582,4.51464293,15.28494779,60857100000.0,184545416.5
201,MCHP,Microchip Technology Incorporated,75.68,41624656081.68899,23.69448511,3.3303,21000.0,Electronic Technology,35.56664291,36.25034819,28.07576894,19.84164687,2.3275,3.2784,3622100000.0,1230400000.0,3527600000.0,6820900000.0,2.2716,6820900000.0,1285500000.0,1.05420737,1.20194655,7028800000.0,0.64832178,16141100000.0,7335600000.0,2676000000.0,1.6889803,-503800000.0,0.91,56.29508411,32.95280487,29.67074687,24.14217451,4.74740484,6.15794642,6.68170285,1.3729507,2.9010465,5.6776519,13.73608498,41101800000.0,550009000.0
202,EXC,Exelon Corporation,41.75,41488727317.30032,19.25635104,2.1662,31518.0,Utilities,-30.31733543,-12.65439173,-171.85461323,7.32647815,1.7426,2.165,6150000000.0,1386000000.0,8342000000.0,39267000000.0,1.7408,39267000000.0,1706000000.0,0.80933808,1.57281751,37473000000.0,0.72249627,93455000000.0,38663000000.0,7055000000.0,3.2381868,-1497000000.0,1.53,15.5835141,9.11930586,10.89370933,8.72885033,-5.69234244,-3.46820809,4.70267225,0.77483994,1.89202217,1.78878134,12.82961021,74520900000.0,993742000.0
203,PAYX,"Paychex, Inc.",114.69,41341908487.08343,27.96457112,4.0674,16000.0,Technology Services,19.83067121,29.769933,111.13569322,-3.67041828,3.8624,4.0419,2110500000.0,831000000.0,3255400000.0,4611700000.0,3.8359,4611700000.0,1392800000.0,1.30381371,0.27292297,-445100000.0,1.30381371,9214300000.0,874800000.0,6198200000.0,2.795718,-999600000.0,2.77,70.46794552,39.95806344,39.65910978,30.44760007,-9.856166,-1.6718107,3.31501667,1.0737373,2.56592382,8.50165442,19.09425919,44491000000.0,360467000.0
206,ROST,"Ross Stores, Inc.",118.995,40978428558.23992,28.99507365,4.1408,100000.0,Retail Trade,-35.83216517,6.24335888,918.93958998,23.36201534,4.9007,4.1207,2311881000.0,1141443000.0,5207337000.0,18916244000.0,4.8697,18916244000.0,1722589000.0,1.95171481,1.3765416,1790582000.0,1.23178513,13100095000.0,5708518000.0,6761189000.0,1.0378306,-405123000.0,1.14,25.44871442,10.39220263,10.15769598,7.73862764,47.28926847,2.02778016,26.12082671,1.2101794,1.4502558,2.21960422,18.57190335,34564300000.0,344371000.0
208,DVN,Devon Energy Corporation,62.34,40751656664.75687,6.8719007,9.527,1600.0,Energy Minerals,1398.44559585,21.03272727,-186.06485539,-20.77773542,4.1976,9.4981,11651000000.0,2339000000.0,5209000000.0,13750000000.0,4.185,13750000000.0,2783000000.0,1.15867052,0.61188335,5425000000.0,1.15867052,23557000000.0,6735000000.0,4009000000.0,7.920944,-1315000000.0,1.33,47.92133191,46.12988025,38.37990459,30.43033784,2.12975098,2.65107854,18.65245527,0.94145477,4.78407449,2.06848262,4.13921531,44703600000.0,653700000.0
210,PH,Parker-Hannifin Corporation,317.3,40743136955.24797,33.26814248,9.7489,55090.0,Producer Manufacturing,-6.48436139,13.94364304,-0.62553834,8.20857347,10.235,9.6128,3364972000.0,1478818000.0,4386162000.0,15861608000.0,10.0924,15861608000.0,1315605000.0,1.30354749,1.5916259,13442166000.0,0.73428976,29954907000.0,13963977000.0,7167827000.0,1.6635398,-569855000.0,4.42,29.36565698,17.05132034,9.46526036,7.66798105,10.70020584,8.29351536,3.60478025,1.1142972,1.53394565,2.54449339,16.20138303,44939400000.0,128406000.0
212,MSCI,MSCI Inc,506.56,40503604401.16143,50.16547505,10.4431,3633.0,Technology Services,16.36625687,46.22547887,51.19117143,5.86637129,8.7989,10.3641,1325120000.0,431719000.0,1575367000.0,2043544000.0,8.6966,2043544000.0,725983000.0,1.43069116,-4.3367756,3805291000.0,1.43069116,4777527000.0,4672403000.0,1526908000.0,0.96168643,-302449000.0,3.64,76.84706187,53.25888566,46.07718726,38.22584681,5.14779143,7.87741977,4.77155681,1.589801,3.0646632,18.92152128,34.24379406,37917100000.0,79958200.0
213,ET,Energy Transfer LP,13.1,40459025937.76946,9.92202005,1.3537,12558.0,Industrial Services,251.81968569,12.61847902,19.05910736,1.15830116,1.894,1.3465,11716000000.0,2212000000.0,9484000000.0,67417000000.0,1.8905,67417000000.0,5464000000.0,1.08147292,1.17512969,47907000000.0,0.86000178,105735000000.0,48252000000.0,12159000000.0,9.131737,-1898000000.0,0.61,9.84755543,8.6695747,6.5555707,5.13222465,15.21547933,10.08403361,35.61076605,0.802603,2.37442573,0.47177045,8.83177104,96498900000.0,3088470000.0
214,LHX,"L3Harris Technologies, Inc.",211.91,40348258829.67153,36.86387653,5.823,47000.0,Electronic Technology,-3.17919075,13.16380375,29.38271605,-14.25160847,9.1704,5.7536,3157000000.0,1194000000.0,5376000000.0,17814000000.0,9.0846,17814000000.0,1846000000.0,1.09875278,0.42176908,7248000000.0,0.86622245,33381000000.0,7777000000.0,6431000000.0,2.1122112,-817000000.0,3.74,29.28596887,12.21337769,7.88879648,6.71260544,-12.89818735,2.0810251,-2.32311593,0.78539824,1.85748219,2.41028454,15.12018859,47107900000.0,190403000.0
215,TT,Trane Technologies plc,175.15,40338322748.09044,25.58236994,6.9912,37000.0,Producer Manufacturing,5.72625698,9.63894627,20.29406066,9.40720845,5.9631,6.92,2607700000.0,1431800000.0047,4471400000.04628,14136400000.146198,5.8745,14136400000.146198,1423400000.01472,1.13589397,0.82431327,3757200000.0102696,0.78440177,17739800000.0485,4837400000.01322,6299100000.01722,1.5138677,-561100000.005801,2.36,30.88635058,14.78779113,13.19937238,10.71666096,18.42461122,2.49283165,3.55939218,1.0650709,1.43559826,2.67480807,17.07964891,37652800000.0,230307000.0
221,TEL,TE Connectivity Ltd. New Switzerland Registered Shares,125.5,39812434833.4663,17.91738136,7.0396,92000.0,Electronic Technology,-14.40080564,10.44161907,10.55555556,1.46333576,7.517,6.996,3606000000.0,1158000000.0,5130000000.0,16281000000.0,7.4708,16281000000.0,2428000000.0,1.65565611,0.37059644,3457000000.0,0.99343891,21353000000.0,4250000000.0,7318000000.0,1.7869965,-685000000.0,2.12,31.70387635,17.16756624,15.58513248,13.84936212,-4.59175916,8.18965517,-8.57434254,1.08784,1.89755313,2.45256685,12.01493351,40182200000.0,317231000.0
223,SYY,Sysco Corporation,78.1,39578542774.75542,27.59023768,2.8404,71000.0,Transportation,-18.48866118,1.87106222,-58.84983066,-7.28869896,2.661,2.8231,3443501000.0,3462855000.0,12214524000.0,68636145999.99999,2.6435,68636145999.99999,1358768000.0,1.20180263,10.06677255,11104378000.0,0.67914708,22210943000.0,11542048000.0,10767267000.0,2.5163693,-958937000.0,1.9,17.84785888,3.59023723,2.57333736,2.02832059,-8.65497076,2.15827338,2.07815972,0.8741831,1.80621855,0.55750573,14.69658571,47224800000.0,506768000.0
224,RSG,"Republic Services, Inc.",124.12,39222036939.37991,27.03558175,4.5899,35000.0,Industrial Services,15.14487079,13.01814962,50.91819699,-7.01228648,4.0475,4.581,3724300000.0,1028700000.0,3289100000.0,11295000000.0,4.0398,11295000000.0,1290405000.0,0.69517669,1.25827933,11860300000.0,0.66322144,28401000000.0,11941700000.0,2199400000.0,1.5987082,-552600000.0,1.77,28.72861108,18.0598619,13.41519048,11.24148889,-10.42794256,-4.28747687,0.3233107,0.62578666,1.36499475,3.03609708,13.69320857,54991800000.0,316001000.0
225,HLT,Hilton Worldwide Holdings Inc.,142.92,38653576767.28049,37.5948249,3.8815,142000.0,Consumer Services,-75.49751244,3.38487973,145.55555556,4.58836443,1.4695,3.8492,2118000000.0,729000000.0,1467000000.0,5820000000.0,1.4591,5820000000.0,410000000.0,0.88439822,-10.41247265,8155000000.0,0.88439822,15508000000.0,9517000000.0,2976000000.0,0.41462237,0.0,0.0,28.81728305,23.45905041,19.13828878,13.10875137,10.50800278,11.85724348,3.40037621,1.0562506,1.64360469,4.85722568,22.32846698,41324500000.0,270456000.0
227,TDG,Transdigm Group Inc.,707.25,38456435598.22461,52.88934533,13.4373,14400.0,Electronic Technology,2.5990099,15.24737907,-9.09090909,21.52061856,13.4021,13.4373,2469400000.0,838000000.0,2935000000.0,5437000000.0,13.4021,5437000000.0,780000000.0,3.96143058,-5.27987254,16883000000.0,3.02734923,18107000000.0,19884000000.0,5649000000.0,0.0,-1091000000.0,0.0,54.38641721,40.8330878,20.75353565,14.34516794,12.42429541,11.72279793,19.87084965,1.2263371,1.40071174,7.43355775,22.48865482,46699800000.0,54374600.0
231,WMB,"Williams Companies, Inc. (The)",31.03,37805085625.75849,19.22983034,1.6422,4783.0,Energy Minerals,21.47681225,25.52024215,12.06293706,-6.76081731,1.2459,1.6386,4831000000.0,1000000000.0,3105000000.0,10572000000.0,1.2428,10572000000.0,1517000000.0,0.88459239,1.68274623,22548000000.0,0.79549532,48672000000.0,23407000000.0,4438000000.0,5.3951125,-1992000000.0,1.64,30.82940706,25.11334341,21.5041337,17.79713752,-6.73279231,-5.13604402,6.21256204,0.7527795,2.28958401,3.42431263,13.15750129,60173400000.0,1218340000.0
237,CARR,Carrier Global Corporation,43.58,36444274170.83493,10.54056013,4.2308,58000.0,Producer Manufacturing,37.17391304,9.18352496,38.41584158,8.08531746,1.9177,4.1383,4685000000.0,1478000000.0,6008000000.0,20613000000.0,1.869,20613000000.0,1664000000.0,1.61982372,1.25994908,6412000000.0,1.17678364,25350000000.0,9403000000.0,9740000000.0,1.6964695,-417000000.0,0.51,27.39009243,21.22842193,21.12572742,17.54609027,7.57837571,3.91034812,-5.67099567,1.2608281,1.40617796,1.82701012,9.22107249,37180100000.0,836262000.0
239,DD,"DuPont de Nemours, Inc.",72.65,36091718020.05779,20.25278114,3.6405,28000.0,Process Industries,-52.08548776,8.34684441,-61.04100946,23.13559322,11.9163,3.6316,3405000000.0,1076000000.0,5355000000.0,16653000000.0,11.8835,16653000000.0,6467000000.0,2.3860991,0.47978669,10340000000.0,1.99384769,44099000000.0,12236000000.0,14350000000.0,1.7946974,-630000000.0,1.2,30.66835871,15.36943034,11.31556684,8.19937958,23.53341268,5.21361332,-4.54605177,1.1773973,1.51874415,2.59478426,13.94209342,36154200000.0,496789000.0
242,ODFL,"Old Dominion Freight Line, Inc.",321.88,35561827465.84595,28.58256052,11.7548,23663.0,Transportation,-6.41492324,12.60440749,78.98839807,16.0764515,8.9439,11.6781,2064779000.0,591055000.0,1721511000.0,5256328000.0,8.8856,5256328000.0,1034375000.0,1.738073,0.02809281,-275597000.0,1.738073,4811393000.0,99959000.0,1111197000.0,0.3595075,-92366000.0,0.8,34.56848088,29.03456931,28.82646984,21.55825037,8.75059126,12.54151953,12.47073622,1.2064319,3.96499097,6.0664001,17.72686893,27660000000.0,110482000.0
244,BNTX,BioNTech SE,140.49,34864185596.0,3.20750546,46.7335,3082.0,Health Technology,975.1104906,4.01650446,171.99650215,-2.36291612,49.8588,44.7887,14800670050.0,2726606744.06674,22316508995.1078,22430097361.7079,46.8446,22430097361.7079,12165538639.246,5.35558531,0.01491863,-12882103605.0,5.28109761,22199456790.0,268424100.0,20764465470.0,0.0,0.0,0.0,81.87760185,72.05290394,78.31702849,55.71731028,-16.74173284,-8.14044723,-8.77272727,0.7615526,2.98207885,1.80421445,1.48520857,21608900000.0,242685401.0
245,CMI,Cummins Inc.,246.82,34807167916.92066,18.53709805,13.5032,59900.0,Producer Manufacturing,-30.62898815,6.33612256,-57.04057279,-0.06478257,14.7372,13.4158,3078000000.0,1617000000.0,5673000000.0,24021000000.0,14.6059,24021000000.0,2131000000.0,1.36733143,0.89365245,5623000000.0,0.84093067,29769000000.0,8588000000.0,14398000000.0,2.525232,-809000000.0,5.6,23.60250822,9.04641737,9.76906018,7.31819225,12.38502869,1.5135313,11.07510913,0.8786322,1.27726867,1.35023247,13.62049381,35751400000.0,141022000.0
246,MPLX,MPLX LP,34.67,34782430510.3231,9.22152837,3.7806,5836.0,Industrial Services,27.65096793,45.51823614,-25.0231696,1.22627737,2.8588,3.7792,5680000000.0,1623000000.0,4245000000.0,9706000000.0,2.8588,9706000000.0,3077000000.0,0.78071228,1.48735615,20171000000.0,0.72028812,35812000000.0,20292000000.0,1951000000.0,8.895266,-3573000000.0,2.7675,43.48250755,39.41573433,35.49991121,35.14473451,7.3374613,5.92728384,7.80472637,0.6057014,1.86875726,3.12851625,10.02465039,52317100000.0,1003240000.0
247,GOLD,Barrick Gold Corporation,19.48,34323760699.91141,19.44244888,0.97905074,21300.0,Non-Energy Minerals,-33.82328873,20.63332498,-86.47950096,26.49350649,1.126605,0.97905074,5401682960.190001,603099331.9613318,4455448556.620332,11831966500.640076,1.126605,11831966500.640076,2004208449.7188869,3.75502742,0.15770576,-143968836.85,2.9821755,46111729110.26,5058767060.35,8157572162.48,2.2525887,-628421442.691282,0.3672503,33.5787433,33.37388169,31.94491971,16.30299279,24.71190781,11.0604333,5.24041059,1.0632815,1.80412371,3.15334554,8.4898852,35591446220.0,1762000000.0
248,ABC,AmerisourceBergen Corporation,165.31,33999081136.88493,20.43341341,8.143,44000.0,Distribution Services,-0.96927394,0.92493302,17.26340729,5.04543433,8.1489,8.0339,3450886000.0,1814997000.0,7600636999.99999,238587006000.0,8.0433,238587006000.0,1698820000.0,0.91057084,80.01393234,2169664000.0,0.51753361,56560616000.0,5702833000.0,39589758000.0,1.1817739,-391687000.0,1.84,3.18645685,1.15409051,0.91499409,0.71203375,15.56907159,0.34599976,22.86138982,0.55786186,1.28658322,0.14446385,10.49442323,30866500000.0,205669000.0
250,ED,"Consolidated Edison, Inc.",95.05,33729715574.477394,19.91272056,4.7816,13871.0,Utilities,28.69666861,-8.92269436,30.33536585,7.98682118,3.8634,4.7663,4919000000.0,1670000000.0,5635000000.0,13673000000.0,3.8523,13673000000.0,1346000000.0,0.83207547,1.2428013,25828000000.0,0.75471698,65763000000.0,26069000000.0,5733000000.0,3.4137602,-1030000000.0,3.1,38.13559322,18.57123941,12.84427966,11.21557203,-2.56278831,-0.42949927,14.85016916,0.5380403,1.34065238,2.23639228,12.14393876,56578000000.0,354863000.0
251,OTIS,Otis Worldwide Corporation,80.96,33726806115.46009,27.92297111,2.9304,70000.0,Producer Manufacturing,22.89899769,11.14841237,-34.04907975,13.59618353,2.9133,2.908,2243000000.0,963000000.0,4208000000.0,14298000000.0,2.8883,14298000000.0,1246000000.0,0.97279706,-1.45510247,5846000000.0,0.87216288,9342000000.0,6887000000.0,5829000000.0,1.4285715,-393000000.0,0.92,28.78031126,14.81722765,13.60839667,8.95403547,3.99486191,2.5589055,-1.52049629,0.92417973,1.43088217,2.47567427,17.76762673,32898600000.0,416586000.0
253,CTSH,Cognizant Technology Solutions Corporation,65.27,33543652427.141537,14.62953068,4.5002,330600.0,Technology Services,-23.6125474,11.97384773,6.24303233,4.08228353,4.055,4.4916,3580000000.0,1649000000.0,6274000000.0,18507000000.0,4.0474,18507000000.0,2137000000.0,2.27024511,0.12711156,-1211000000.0,2.27024511,17347000000.0,1520000000.0,7317000000.0,1.6435856,-509000000.0,0.96,33.31612104,15.53237633,15.69245069,12.10885056,-4.15565345,13.23733518,-20.19806822,1.1009004,1.46266359,1.75421202,9.09463069,28485500000.0,513921000.00000006
256,RMD,ResMed Inc.,222.71,32718193849.38969,40.82415385,5.5273,8160.0,Health Technology,-65.8817109,6.04539749,-46.54302483,-1.12324632,5.3362,5.5014,1240195000.0,570152000.0,1993233000.0,3578127000.0,5.3007,3578127000.0,779437000.0,3.17334731,0.51883283,1686264000.0,1.82363241,6676104000.0,1939463000.0,2325156000.0,0.7836502,-245341000.0,1.68,55.83121085,28.00767948,26.56972982,21.50958939,-7.4817215,6.01704194,0.50090253,0.9537029,2.47493163,8.79704219,27.9638666,32365700000.0,146909000.0
257,AME,"AMETEK, Inc.",142.31,32682114630.888325,29.43643244,4.9184,18500.0,Producer Manufacturing,-13.0094027,18.92695123,6.3864176,7.44431861,4.2868,4.8885,1772339000.0,547190000.0,2106813999.9999995,5546514000.0,4.2526,5546514000.0,990053000.0,1.5285874,0.3538936,2214263000.0,0.88441186,12038932000.0,2524207000.0,2432568000.0,0.6115358,-184595000.0,0.8,34.91038064,24.28011574,23.04810663,18.81266787,13.17798632,1.51947496,7.6637918,0.94017416,1.34516515,5.50703323,19.89547603,28379500000.0,229654000.0
259,DHI,"D.R. Horton, Inc.",94.83,32563989400.78129,5.98462302,16.2545,13237.0,Consumer Durables,54.90636704,1.2353644,481.26829268,20.80254777,16.6548,16.128,7543900000.0,1966500000.0,10504100000.0,33480000000.0,16.5093,33480000000.0,5857500000.0,6.18364728,0.27919854,3125700000.0,0.74921311,30264500000.0,5738200000.0,25539700000.0,1.0360547,-316500000.0,0.9,30.64602797,22.15305053,21.96780102,16.84672088,27.39118753,4.62268314,12.53114988,1.1469368,2.5432672,0.99401763,4.86076487,34447500000.0,343393000.0
261,ROK,"Rockwell Automation, Inc.",278.5,31966910762.65448,30.98137613,9.2875,26000.0,Electronic Technology,-40.21215043,8.78899957,185.74338086,7.96666021,8.0181,9.2462,1579500000.0,799700000.0,3519900000.0,7759700000.0,7.9632,7759700000.0,929300000.0,1.03010649,1.36571268,3890100000.0,0.69100809,11149800000.0,4371100000.0,3859500000.0,1.6476995,-519400000.0,4.48,39.70084494,17.02189744,15.97269798,13.58884575,12.08145525,7.21847931,-2.38687743,1.3217983,3.28329193,4.19757555,23.46089207,33925200000.0,114782000.0
262,ALB,Albemarle Corporation,271.98,31863217018.625877,21.36152015,13.2646,6000.0,Process Industries,-1081.8746,-18.31183516,485.17449749,-4.78890989,1.0676,13.1882,2078378000.0000005,1043814000.0000002,1008471000.0,3327957000.0,1.0612,3327957000.0,123672000.0,1.72711239,0.50285622,2119402999.9999995,1.07826561,13828502000.0,3502206000.0,4296971000.0,0.56084055,-177853000.0,1.56,41.44332625,32.03928608,27.93135753,27.77499271,10.56097561,24.10677618,32.7832837,1.8300792,3.67644353,5.93672368,17.01118817,33520700000.0,117153000.0
264,KR,Kroger Company (The),44.21,31646485636.68413,14.10368793,3.2368,420000.0,Retail Trade,-5.3858339,3.03217104,-70.37643208,-7.18034852,2.203,3.1942,8194000000.0,6623000000.0,27525000000.0,137888000000.0,2.1737,137888000000.0,1639000000.0,0.75560943,2.03988317,18129000000.0,0.26705378,49987000000.0,20254000000.0,13403000000.0,2.308546,-589000000.0,0.81,19.53523934,3.06108517,2.04390923,1.59539608,-5.57454079,-0.60701439,1.32936053,0.71425307,2.23533417,0.2226605,6.14483476,51696600000.0,715822000.0
266,BF.A,Brown Forman Inc,65.67,31597583824.049843,36.01605293,1.8496,5200.0,Consumer Non-Durables,5.69536424,20.37793667,-12.21374046,-5.76840293,1.7499,1.8439,1328000000.0,595000000.0,2374000000.0,3916000000.0,1.7438,3916000000.0,838000000.0,3.42558327,0.79276316,1314000000.0,1.82059533,6852000000.0,2410000000.0,4258000000.0,1.2377654,-831000000.0,0.736,59.61350294,30.57729941,28.57142857,21.67318982,-8.51212037,0.09144947,7.04156479,0.762742,1.61683954,7.80657023,25.05093377,34361400000.0,479150000.0
274,GLW,Corning Incorporated,36.39,30779076257.629074,17.1882298,2.1774,61200.0,Electronic Technology,121.04607721,12.61728746,-51.2145749,11.76289926,1.3031,2.141,3247000000.0,1010000000.0,4961000000.0,14068000000.0,1.2784,14068000000.0,1906000000.0,1.51035417,0.64755802,5848000000.0,0.93922973,28735000000.0,7478000000.0,7804000000.0,2.934783,-871000000.0,0.96,32.35987791,12.22253052,16.28052164,12.75665927,0.24793388,13.22339764,-10.52372756,0.9444272,2.1194605,2.18257492,11.46838895,30924100000.0,845811000.0
275,LYB,LyondellBasell Industries NV,94.46,30758486594.41361,7.41243551,12.9232,19100.0,Process Industries,283.18462594,12.09672177,-38.87147335,21.66409067,16.7545,12.8905,7550000000.0,1228000000.0,8721000000.0,46153000000.0,16.7545,46153000000.0,5603000000.0,1.6148808,1.04148064,11344000000.0,0.93987425,36491000000.0,12830000000.0,12328000000.0,4.981685,-1486000000.0,4.44,14.4735601,11.77203011,9.91001189,8.03478786,9.07621247,13.49273099,-0.56842105,0.7691932,1.74097665,0.58944762,5.64045262,36088600000.0,325624000.0
277,PEG,Public Service Enterprise Group Incorporated,61.1,30485829501.782948,44.5154185,1.3719,12684.0,Utilities,-649.16201117,-11.26131287,26.38436482,8.33333333,-1.2857,1.362,2817000000.0,923000000.0,914000000.0,8729000000.0,-1.2857,8729000000.0,-648000000.0,0.60314428,1.5156592,19684000000.0,0.45812518,47741000000.0,20084000000.0,4105000000.0,3.562593,-1031000000.0,2.04,16.20711429,16.20711429,6.63018312,7.24058093,-6.11555009,-0.60191964,-6.40318627,0.74590886,2.22934166,3.19038097,17.72641928,47799000000.0,498950000.0
278,OKE,"ONEOK, Inc.",67.28,30071054586.302467,18.93399184,3.6121,2847.0,Industrial Services,806.52010359,10.81965009,15.46971096,12.13333333,3.3571,3.6041,3678686000.0,840758000.0,3019714000.0,17272102000.0,3.3496,17272102000.0,1499706000.0,0.66817199,2.19557025,13836815000.0,0.50068307,24439243000.0,13859030000.0,2765322000.0,5.59789,-1667431000.0,3.74,13.69668204,12.94495311,9.0298985,6.84618131,13.45699831,2.49847654,13.84094755,1.0592679,1.52495723,1.29524986,12.05238644,36803500000.0,446954000.0
280,GPN,Global Payments Inc.,110.29,29822542984.682728,503.16964286,0.2284,25000.0,Commercial Services,21.81649426,26.83802058,-74.95624699,-4.15399322,3.299,0.224,3748655000.0,1354122000.0,4750037000.0,8523762000.000001,3.2876,8523762000.000001,965460000.0,0.96065785,0.60720563,11762289000.0,0.96065785,43938749000.0,13888587000.0,5453352000.0,0.8872327,-259726000.0,0.89,57.17268143,21.62298441,1.86671649,0.79224926,-13.64027876,9.51246152,-21.86880136,1.3267192,2.36127509,3.48166176,11.32448272,41735400000.0,270401000.0
282,URI,"United Rentals, Inc.",429.04,29758040924.882683,14.58449526,29.8759,24600.0,Finance,51.32382892,6.38206494,348.75,34.18402452,29.7724,29.7638,5449000000.0,1402000000.0,4632000000.0,11642000000.0,29.6592,11642000000.0,2105000000.0,1.11370143,1.7308128,12117000000.0,1.01881391,24839000000.0,12223000000.0,2723000000.0,1.3637725,0.0,0.0,39.78697818,27.761553,24.06802955,18.08108572,35.78504288,19.94408722,35.08390794,1.3860613,2.03472093,2.6026011,7.7491846,36925300000.0,69359600.0
284,WEC,"WEC Energy Group, Inc.",92.62,29215546018.7427,21.26289251,4.3741,6938.0,Utilities,-414.25233645,-2.64670515,-330.48555624,2.02687817,4.1227,4.363,2611000000.0,336800000.0,1771000000.0,8316000000.0,4.111,8316000000.0,1301500000.0,0.8223284,1.40887022,16273200000.0,0.54794195,40761000000.0,16337400000.0,2771000000.0,3.3631563,-854800000.0,2.71,18.68865587,16.20946012,18.02530057,14.94226753,-10.38219642,-1.05757932,-2.33048613,0.60425156,1.74450103,3.1743525,17.53223332,44791600000.0,315435000.0
286,GWW,"W.W. Grainger, Inc.",575.32,29070494208.92125,20.33074483,28.2897,24200.0,Distribution Services,-26.34989201,5.23729074,201.8018018,-2.39218215,20.0963,28.1244,2295000000.0,1519000000.0,4657000000.0,13022000000.0,19.9808,13022000000.0,1043000000.0,2.62521008,1.04683841,2367000000.0,1.46498599,7201000000.0,2682000000.0,4686000000.0,1.203239,-357000000.0,6.39,37.84917146,14.12242137,13.676023,9.76665539,6.34380776,3.00426111,19.27191309,0.9227436,2.79322748,1.97622381,13.73120955,27618600000.0,50529300.0
289,DELL,Dell Technologies Inc.,40.01,28652294114.76333,16.91281363,2.4524,133000.0,Electronic Technology,-19.45308311,7.4337632,-114.31484502,2.74781715,7.3005,2.3834,8484000000.0,5183000000.0,20662000000.0,101039000000.0,7.024,101039000000.0,5563000000.0,0.69657931,-8.36104513,22951000000.0,0.57790297,85172000000.0,28160000000.0,36227000000.0,3.2746215,0.0,0.0,19.97259828,5.12776293,2.15956234,1.72458394,-9.5001131,-1.35601578,-27.84490532,1.299811,1.43072289,0.28695477,6.11965259,52147900000.0,716128750.0
291,ES,Eversource Energy (D/B/A),81.37,28341774283.051025,20.13833599,4.0253,9227.0,Utilities,3.80379936,-12.29311113,157.83179064,6.00573215,3.5483,4.0192,3807005000.0,797340000.0,2823308000.0,9863085000.0,3.5416,9863085000.0,1220527000.0,0.71433187,1.44463934,21811921000.0,0.65561007,51599425000.0,22297637000.0,3919654000.0,3.1504817,-812958000.0,2.41,25.87688055,18.30033246,15.3132119,11.85039434,-9.83933518,-3.71553662,-4.54012201,0.61642575,1.69933019,2.39729959,13.17557847,49079100000.0,348307000.0
294,HPQ,HP Inc.,28.82,28305441886.981865,9.69968475,3.0478,58000.0,Electronic Technology,-36.98301013,5.91247222,-34.23019432,3.1496063,3.0857,3.0135,5254000000.0,2357000000.0,11331000000.0,62106000000.0,3.0505,62106000000.0,3203000000.0,0.75712155,-4.2131597,9149000000.0,0.4667151,38587000000.0,12294000000.0,19801000000.0,3.5921996,-1037000000.0,1.0,18.24461405,7.20381284,7.15067787,5.15731169,-12.98309179,6.74074074,-18.10173345,1.107119,1.58123371,0.46970566,7.2053905,36713800000.0,982146000.0
295,AWK,"American Water Works Company, Inc.",155.0,28183322299.6752,21.68245464,7.2418,6400.0,Utilities,18.43434343,-8.21882952,-160.71428571,4.99932259,6.9396,7.2418,1877000000.0,502000000.0,1517000000.0,3930000000.0,6.9396,3930000000.0,1263000000.0,0.47746479,1.53647847,11793000000.0,0.43380282,27126000000.0,11920000000.0,1017000000.0,1.6685772,-428000000.0,2.41,39.87408185,32.31899265,45.22560336,34.57502623,-0.40480627,0.79989595,-0.81269597,1.0165148,2.28505035,7.49675761,21.49366789,35482100000.0,181828000.0
296,VRSK,"Verisk Analytics, Inc.",179.41,28057562004.43336,27.97403686,6.485,9367.0,Technology Services,9.1186839,30.96778497,-0.81092616,-2.21822542,4.1164,6.4399,1511400000.0,410300000.0,1557200000.0,2998600000.0,4.0786,2998600000.0,666200000.0,0.46376812,1.82676969,3375700000.0,0.46376812,6974600000.0,3664500000.0,918400000.0,0.68831533,-188200000.0,1.16,53.60522238,37.6743266,41.61748706,34.11361314,-6.8918989,1.13303269,-4.71612937,1.0341293,1.25476137,9.38308855,20.88526471,30332800000.0,156388000.0
