,Ticker,Description,Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Free Cash Flow (Quarterly YoY Growth)
402,IEP,Icahn Enterprises L.P. - Depositary,53.71,18125724696.01968,,-1.4262,19536.0,Energy Minerals,102.60162602,0.13026134,75.07163324
403,EXPE,"Expedia Group, Inc.",115.56,18037862207.783096,42.60984376,2.8989,14800.0,Consumer Services,166.4003455,35.76413119,16.5
404,BALL,Ball Corporation,57.44,18031574670.350857,19.46433396,3.0095,24300.0,Process Industries,-89.34169279,0.24404249,-203.0651341
405,SNAP,Snap Inc.,11.09,17889285085.777267,,-0.6902,5661.0,Technology Services,254.93894598,6.61393795,-53.94426075
406,DRI,"Darden Restaurants, Inc.",146.92,17880941995.713955,20.46567444,7.3129,178956.0,Consumer Services,-6.61828423,8.95223261,-79.31547619
407,FOX,Fox Corporation,31.41,17716044550.958252,15.84406474,1.9997,10600.0,Consumer Services,-26.82134571,11.28524402,916.66666667
408,ZS,"Zscaler, Inc.",122.6,17680419483.950756,,-2.5928,4975.0,Technology Services,56.21494143,23.74040512,16.40655635
409,MOH,Molina Healthcare Inc,302.69,17677096677.10023,20.91583814,14.5079,14000.0,Health Services,11.95175439,7.35299413,-48.61751152
410,AES,The AES Corporation,26.45,17667270915.4505,,-0.4131,8450.0,Utilities,-125.02923977,-1.92066056,-211.66666667
411,BR,"Broadridge Financial Solutions, Inc.",149.97,17644769015.495785,33.93578857,4.4626,14300.0,Technology Services,-29.53077185,7.22566025,-49.0070922
412,CAG,"ConAgra Brands, Inc.",36.97,17620733292.656338,25.76496361,1.4209,18000.0,Consumer Non-Durables,-25.8708537,6.17983859,-226.39593909
413,IEX,IDEX Corporation,232.99,17572364584.519756,31.58221987,7.594,7536.0,Producer Manufacturing,-4.87556194,17.81684028,28.26392172
414,ROL,"Rollins, Inc.",35.68,17571416976.377563,51.29592709,0.7023,16482.0,Consumer Services,-9.19753924,15.45233676,65.5327554
415,AMCR,Amcor plc,11.78,17540649797.733894,21.65639725,0.554,44000.0,Process Industries,0.60422961,6.86881188,-60.31128405
416,CLX,Clorox Company (The),142.15,17539148771.634876,42.97161732,3.2872,9000.0,Consumer Non-Durables,-43.38624339,7.5277895,1300.0
417,CINF,Cincinnati Financial Corporation,111.52,17529194758.455235,,-0.2702,5166.0,Finance,33.65057784,20.41536864,10.70234114
418,KEY,KeyCorp,18.76,17502508424.58768,9.85316246,1.9466,,Finance,,,
419,PINS,"Pinterest, Inc.",25.92,17455669672.281227,323.72881356,0.0978,3225.0,Technology Services,1329.4971665,30.82147704,-54.74777695
420,TW,Tradeweb Markets Inc.,74.38,17431587412.06133,58.63106721,1.3179,1046.0,Finance,29.97123295,52.12918054,9.48049869
421,SWKS,"Skyworks Solutions, Inc.",108.58,17390288089.571968,14.26170407,7.8355,11150.0,Electronic Technology,-17.54540645,17.04858263,-30.08130081
422,SIVB,SVB Financial Group,293.96,17374249012.663006,11.93306687,25.589,8553.0,Finance,,,
423,OMC,Omnicom Group Inc.,84.84,17300243579.414635,13.6877247,6.2708,71700.0,Commercial Services,-22.41086587,8.95488964,-9.40536339
424,MRO,Marathon Oil Corporation,27.09,17203986650.327095,5.43691185,5.2194,1531.0,Energy Minerals,1496.92307692,37.06480986,113.66223909
425,OWL,Blue Owl Capital Inc.,12.26,17182715962.38541,,-0.0261,350.0,Finance,5932.23483195,33.54829234,79.56388321
426,UI,Ubiquiti Inc.,284.11,17168431114.977484,52.71338773,5.5544,1377.0,Electronic Technology,-39.90351981,21.09077775,-65.98650566
427,PKI,"PerkinElmer, Inc.",135.28,17088018113.349882,28.99958141,4.7948,16700.0,Health Technology,60.90691825,25.86971147,-45.54147154
428,HUBS,"HubSpot, Inc.",348.99,16952603374.62064,,-2.3746,5895.0,Technology Services,187.62911362,18.41221905,13.98928442
429,ETSY,"Etsy, Inc.",134.7,16930215559.343248,,-5.099,2402.0,Retail Trade,-7.21370671,26.76472684,140.10668667
430,SEDG,"SolarEdge Technologies, Inc.",301.87,16872985922.160522,151.2014605,2.1169,3964.0,Producer Manufacturing,-32.32358003,3.30358757,-183.98043505
431,COO,"The Cooper Companies, Inc.",340.85,16822441491.223583,44.37116801,7.8237,14000.0,Health Technology,-14.07859596,13.61383146,-67.30593607
432,EXPD,"Expeditors International of Washington, Inc.",105.52,16792071330.310434,11.32559509,9.6003,19070.0,Transportation,37.01208048,5.03674248,290.92538169
433,TRGP,"Targa Resources, Inc.",73.84,16715558955.863571,72.88643838,1.0759,2430.0,Utilities,126.73729348,10.30824981,-82.89932886
434,HWM,Howmet Aerospace Inc.,40.19,16627087360.13094,39.66617575,1.0317,19900.0,Electronic Technology,196.89922481,5.02815768,9.52380952
435,RIVN,"Rivian Automotive, Inc.",18.04,16617199538.29753,,-8.2643,10422.0,Consumer Durables,-150.62429058,-8029.09090909,-45.62937063
436,DGX,Quest Diagnostics Incorporated,145.76,16600237663.132048,14.35046955,10.3444,49000.0,Health Services,15.31190926,16.96329255,-18.6440678
437,MOS,Mosaic Company (The),48.5,16513328816.410828,4.84039693,10.3345,12525.0,Process Industries,118.05825243,7.27013773,547.03748489
438,NET,"Cloudflare, Inc.",49.97,16421390135.06025,,-0.6956,2440.0,Technology Services,71.95157833,-3.04969639,118.15437433
439,FMC,FMC Corporation,130.29,16412099802.135906,25.67478349,5.1806,6400.0,Process Industries,24.00964519,14.27099025,26.55268667
440,SYF,Synchrony Financial,36.15,16287073763.783054,6.0694399,6.1467,,Finance,,,
441,ATO,Atmos Energy Corporation,115.53,16278242854.590942,20.51195868,5.6634,4791.0,Utilities,51.9667194,-34.91085194,-24.70373899
442,AGR,"Avangrid, Inc.",42.1,16276879036.691175,18.18025011,2.3216,7348.0,Utilities,15.43624161,-17.77150917,-26.34560907
443,BRO,"Brown & Brown, Inc.",57.46,16273957615.626389,24.35723951,2.3849,,Finance,-7.64677566,23.19359713,-14.06912603
444,CF,"CF Industries Holdings, Inc.",82.7,16224869393.369043,5.4531611,15.3108,3000.0,Process Industries,154.20258621,36.08137045,64.6090535
445,FICO,Fair Isaac Corporation,644.28,16206720064.898691,44.16447043,15.1348,3404.0,Technology Services,20.94256309,36.55209218,-26.12875647
446,SJM,J.M. Smucker Company (The) New,151.6,16166474007.756298,28.12523435,5.3428,6700.0,Consumer Non-Durables,-42.87530796,8.98623561,-2.83286119
447,FDS,FactSet Research Systems Inc.,420.62,16089483665.649397,38.76022667,11.2135,11203.0,Technology Services,-0.16807944,29.05533513,33.47360265
448,RCL,D/B/A Royal Caribbean Cruises Ltd.,63.01,16079019557.934494,,-11.8225,85000.0,Consumer Services,27.89758221,-268.09154297,64.98779351
449,NVR,"NVR, Inc.",5021.42,16047889413.439829,11.4374492,480.1552,6600.0,Consumer Durables,32.98775488,14.006034,32.13823567
450,ZBRA,Zebra Technologies Corporation,309.03,15955155878.73538,36.19697731,8.8405,9800.0,Electronic Technology,12.84916201,17.94279623,-83.45070423
451,AVTR,"Avantor, Inc.",23.52,15857289333.490452,27.04826038,0.9394,13500.0,Process Industries,-2.96014743,11.40656097,-4.361099
452,CHKP,Check Point Software Technologies Ltd.,126.29,15838195900.735952,21.08161098,6.1661,5805.0,Technology Services,4.05535605,54.82739524,-10.68458352
453,UAL,"United Airlines Holdings, Inc.",48.21,15761191811.244612,22.46139664,,92800.0,Transportation,3217.5,2.773885,-71.55279503
454,PTC,PTC Inc.,133.28,15747580873.066547,51.01971448,2.671,6503.0,Technology Services,22.26920065,22.21225678,21.88795497
455,BEN,"Franklin Resources, Inc.",31.26,15638066501.556644,12.15093743,2.5312,9800.0,Finance,62.15208532,22.80637569,78.30629029
456,TER,"Teradyne, Inc.",100.17,15602092314.679523,24.52172676,4.5184,,Electronic Technology,-56.71533315,13.25128485,-49.58655244
457,CPB,Campbell Soup Company,51.9,15542366678.871504,19.46474798,2.6399,14700.0,Consumer Non-Durables,23.55263158,10.96706377,-31.50684932
458,TME,Tencent Music Entertainment Group,8.32,15492199911.42972,30.42105263,0.2874,5966.0,Technology Services,-11.80960199,14.89886048,
459,EDR,"Endeavor Group Holdings, Inc.",22.05,15489528989.198734,19.4010188,1.1732,7700.0,Consumer Services,161.03029017,4.60437603,-48.32608527
460,LKQ,LKQ Corporation,57.88,15464088006.537315,13.69980266,4.2201,46000.0,Consumer Durables,-15.54420123,8.20247295,-41.67987982
461,AER,AerCap Holdings N.V.,62.8,15441234268.708162,,-4.6664,736.0,Finance,101.13293291,42.15132265,-120.0862985
462,PLTR,Palantir Technologies Inc.,7.37,15330639909.928476,,-0.2744,2920.0,Technology Services,233.24786486,22.91864071,-63.84463752
463,SPLK,Splunk Inc.,93.65,15330504517.39977,,-4.2845,7000.0,Technology Services,151.48814093,4.39011783,286.50998068
464,J,Jacobs Solutions Inc.,121.0,15319962854.4336,24.48434456,5.0097,60000.0,Industrial Services,-45.20681588,2.33162987,30.99755638
465,TPL,Texas Pacific Land Corporation,1987.79,15314919881.888798,37.18787817,55.0555,92.0,Miscellaneous,23.60176478,55.3521614,58.06849047
466,MGM,MGM Resorts International,39.86,15307048299.761032,14.02147155,2.9664,59000.0,Consumer Services,152.50573349,9.21908154,-51.08715823
467,WLK,Westlake Corporation,119.45,15234367259.249731,5.884877,20.6502,14550.0,Process Industries,124.87046632,14.73934454,2.94599018
468,AVY,Avery Dennison Corporation,185.63,15030278386.406242,18.95233858,9.9703,36000.0,Process Industries,43.98981633,9.4168857,-39.63210702
469,BURL,"Burlington Stores, Inc.",229.36,14952269762.579382,91.31908027,2.5095,62395.0,Retail Trade,987.44385501,5.15714371,-64.26797907
470,SSNC,"SS&C Technologies Holdings, Inc.",58.92,14842585445.256664,22.80111617,2.7208,24900.0,Technology Services,19.82083841,27.27578697,-4.49620802
471,PARA,Paramount Global,22.61,14826234893.18032,4.92118006,4.7629,22965.0,Consumer Services,-69.59390863,2.09543133,-47.4137931
472,FLT,"FleetCor Technologies, Inc.",201.01,14824961820.64605,16.83500297,12.3658,9700.0,Commercial Services,-22.13735256,38.30748524,64.17555033
473,GEN,Gen Digital Inc.,22.69,14779355396.853329,23.04277643,1.0162,2700.0,Technology Services,38.28571429,34.62088698,-252.54237288
474,TXT,Textron Inc.,70.6,14739265470.805202,18.0258367,,,Electronic Technology,-7.11365495,8.82741472,44.48818898
475,POOL,Pool Corporation,376.48,14701776937.510847,19.51654886,19.6479,5500.0,Distribution Services,-26.6168102,5.2087173,64.03814559
476,MTCH,"Match Group, Inc.",52.4,14635639142.95192,167.63511403,0.3845,2540.0,Technology Services,9.57112737,27.90649343,-8.88495084
477,MDB,"MongoDB, Inc.",210.41,14578416188.070488,,-5.373,3544.0,Technology Services,110.57780383,0.66080556,26.59813685
478,BG,Bunge Limited Bunge Limited,97.07,14541100880.751436,9.93040576,10.2884,22000.0,Process Industries,18.64707373,-5.42857143,-247.2972973
479,VTRS,Viatris Inc.,11.94,14479454187.264929,18.02334394,0.6628,37000.0,Health Technology,158.86933657,14.33571917,-20.68214804
480,L,Loews Corporation,60.42,14345342619.06542,15.28418204,3.9956,10340.0,Finance,36.36363636,14.9263904,19.66717095
481,GRAB,Grab Holdings Limited,3.71,14290093300.000002,,-0.6195,8834.0,Transportation,-72.90015848,-161.62962963,-47712.77523802
482,APA,APA Corporation,44.16,14197961400.876448,4.36846831,10.4986,2253.0,Energy Minerals,2670.93023256,29.84345648,25.79439252
483,LW,"Lamb Weston Holdings, Inc.",98.55,14178446312.792189,30.06330082,3.2825,8000.0,Consumer Non-Durables,-68.4729064,3.12278904,-59.11111111
484,EVRG,"Evergy, Inc.",61.69,14160100420.077744,17.81252705,3.4745,4930.0,Utilities,-420.82687339,-11.11210554,26.9005848
485,NTAP,"NetApp, Inc.",65.51,14122211289.981844,9.9290995,6.7257,12000.0,Electronic Technology,-15.88385995,15.57312253,-45.63492063
486,TRMB,Trimble Inc.,57.09,14079803420.323566,30.45304215,1.9196,11931.0,Electronic Technology,14.4993498,19.2506354,-51.91815857
487,ARES,Ares Management Corporation,81.18,14078241904.425093,93.78889015,0.9091,2100.0,Finance,149.77602964,25.69005518,101.87400564
488,WDC,Western Digital Corporation,44.24,14052848262.655104,15.50261997,2.9316,65000.0,Electronic Technology,0.79787234,4.0334167,-213.76811594
489,IPG,"Interpublic Group of Companies, Inc. (The)",35.95,13967464013.667229,14.24420919,2.5419,55600.0,Commercial Services,11.9426088,18.36104954,-94.10155062
490,BIO,"Bio-Rad Laboratories, Inc.",464.26,13907565681.148657,,-201.8073,7900.0,Health Technology,12.44941311,18.33053041,-68.3439344
491,MKTX,"MarketAxess Holdings, Inc.",367.16,13818736692.38972,55.98622784,6.6783,,Finance,,,
492,CRBG,Corebridge Financial Inc.,21.39,13796550000.0,1.17640645,18.344,,Finance,-26.02945597,11.13625051,170.81260365
493,STX,Seagate Technology Holdings PLC,66.76,13784861812.93637,24.56558895,2.8622,40000.0,Electronic Technology,13.12056738,10.94245777,-59.62441315
494,AKAM,"Akamai Technologies, Inc.",87.34,13733541697.71837,28.01384349,3.1633,8700.0,Technology Services,77.86859797,24.82743816,-0.79783539
495,AXON,"Axon Enterprise, Inc.",191.46,13625318312.185688,133.45173422,1.4665,2148.0,Electronic Technology,318.48424505,8.64137617,566.75043981
496,RE,"Everest Re Group, Ltd.",346.92,13587133649.97829,26.42599006,13.2847,1947.0,Finance,28.4933741,34.47231028,-8.64019376
497,NDSN,Nordson Corporation,235.97,13487296338.49879,27.18144791,8.9088,7331.0,Producer Manufacturing,-9.04626259,17.82445745,0.71392465
498,U,Unity Software Inc.,33.43,13473602320.489391,,-2.6874,5245.0,Technology Services,-657.72859754,-13.81210345,-336.11573871
499,LNT,Alliant Energy Corporation,53.65,13467321012.299706,20.51881457,2.6557,3313.0,Utilities,32.13872832,-15.99890978,-57.69230769
