Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Free Cash Flow (Quarterly YoY Growth)
GRPN,"Groupon, Inc.",8.35,-2.68065268,-0.23,Sell,15101886,126100748.1,254152130.95238093,,-5.0664,3675,Retail Trade,-87.93425674,-14.66092722,63.35792985
TBSA,TB SA Acquisition Corp,10.15,0.69444444,0.07,Strong Buy,2661859,27017868.85,253750011.00542143,90.49955397,0.1121,1,Finance,,,51.52696958
OPA,Magnum Opus Acquisition Limited,10.15,0.69444444,0.07,Strong Buy,238866,2424489.9,253750009.00887576,26.37877211,0.3844,3,Finance,,,1.5391791
BCML,BayCom Corp,19.54,2.95047418,0.56,Buy,523890,10236810.6,253730615.83643892,9.37181664,2.0615,374,Finance,,,
SEDA,SDCL EDGE Acquisition Corporation,10.14,0.79522863,0.08,Neutral,718247,7283024.58,253439755.99999997,22.36929186,0.4533,,Finance,,,-178.37054397
ORIA,Orion Biotech Opportunities Corp.,10.13,0.7960199,0.08,Buy,1372889,13907365.57,253250002.99999997,38.53176113,0.2629,,Finance,,,22.69644994
FICV,Frontier Investment Corp,10.1,0.79840319,0.08,Buy,1446146,14606074.6,252500009.99999997,47.731569,0.2116,,Finance,,,
BGSX,Build Acquisition Corp.,10.1,0.79840319,0.08,Buy,5822579,58808047.9,252499991.00890207,41.48543291,0.2437,,Finance,,,-254.38229657
MKFG,Markforged Holding Corporation,1.3,12.06896552,0.14,Neutral,14178263,18431741.9,252377948.64285713,,-0.0591,374,Producer Manufacturing,-7947.54703481,-54.25285844,30.36180409
CNTY,"Century Casinos, Inc.",8.45,20.19914651,1.42,Neutral,912541,7710971.45,252351180.34580493,17.38958991,0.5364,2287,Consumer Services,2992.82352941,12.65823436,-67.68325792
OB,Outbrain Inc.,4.8,32.59668508,1.18,Buy,3271126,15701404.8,252267665.80645156,12.68217847,0.3911,1016,Technology Services,-8.65662943,4.62954029,-134.40792812
OPFI,OppFi Inc.,2.28,11.2195122,0.23,Neutral,796370,1815723.6,251222868.31441048,2.51593056,1.1274,573,Technology Services,-15.66717386,58.01485898,
UTI,Universal Technical Institute Inc,7.43,10.56547619,0.71,Buy,1806583,13422911.69,250946907.6794702,20.34492051,0.3784,1950,Commercial Services,-243.89678168,-4.74060631,-21.38355342
CVGI,"Commercial Vehicle Group, Inc.",7.49,9.98531571,0.68,Neutral,1988998,14897595.02,249971121.18533337,19.46030099,0.3938,7600,Producer Manufacturing,-274.38486963,-4.88740997,6088.85017422
GLSI,"Greenwich LifeSciences, Inc.",19.44,27.89473684,4.24,Buy,689380,13401547.2,249768339.56153053,,-0.5702,,Health Technology,-272.22019845,,-73.23169096
LSAK,"Lesaka Technologies, Inc.",4.21,-7.47252747,-0.34,Sell,328634,1383549.14,249564484.02745995,,-0.6844,2657,Technology Services,33.35674157,-18.75755248,-40.65463798
LOCC,Live Oak Crestview Climate Acquisition Corp.,9.98,0.30150754,0.03,Buy,507604,5065887.92,249499994.00600597,,-0.0924,3,Finance,,,93.02172011
ARQQ,Arqit Quantum Inc.,2.03,-43.76731302,-1.58,Strong Sell,21532656,43711291.67999999,249030738.34905657,3.97226907,0.5411,145,Technology Services,-20.75475432,-406.15640599,
WLDN,"Willdan Group, Inc.",18.73,4.92997199,0.88,Sell,832677,15596040.21,249013875.1112869,,-0.692,1560,Commercial Services,-96.89146344,0.3686167,294.53571429
ZOM,Zomedica Corp.,0.2541,55.88957055,0.0911,Sell,365959479,92990303.6139,249005232.9041893,,-0.0179,47,Health Technology,11.27049546,-348.94388577,-444.93789235
ARVL,Arrival,0.39,144.51410658,0.2305,Sell,452148035,176337733.65,248928494.05672008,,,2695,Consumer Durables,-44672.54122486,,
AXTI,AXT Inc,5.71,30.3652968,1.33,Sell,2496838,14256944.98,248689823.0702055,14.45902451,0.411,1399,Producer Manufacturing,-135.52537527,-23.98229895,-265.15248796
FCUV,Focus Universal Inc.,5.71,-10.92043682,-0.7,Strong Sell,913168,5214189.28,248550110.91707316,,-0.106,17,Commercial Services,-31.88646552,-179.87710935,-9.49591205
CGNT,Cognyte Software Ltd.,3.66,17.68488746,0.55,Neutral,11664035,42690368.1,248369021.109375,,-1.4713,2002,Technology Services,-115.98438157,-1.92577873,-463.19150094
SSBK,"Southern States Bancshares, Inc.",28.51,-1.51986183,-0.44,Sell,242590,6916240.9,248234277.3917164,9.42566003,3.0947,,Finance,,,
DC,Dakota Gold Corp.,3.39,11.14754098,0.34,Strong Sell,1898310,6435270.9,248074280.6887608,,,,Non-Energy Minerals,-20.20311357,,
SMLR,"Semler Scientific, Inc.",36.24,9.81818182,3.24,Sell,422878,15325098.72,247880624.4203719,23.65803902,1.8716,124,Health Technology,5.78155475,28.6382409,1.6194332
NECB,"NorthEast Community Bancorp, Inc.",15.36,2.94906166,0.44,Strong Buy,1616503,24829486.08,247602039.9730276,11.07791141,1.3387,128,Finance,4.88854941,29.5903775,40.20639835
IVVD,"Invivyd, Inc.",2.27,51.33333333,0.77,Buy,4612215,10469728.05,247390047.99999997,,-2.5701,103,Health Technology,-1168.40985519,,-4.42329331
FENC,Fennec Pharmaceuticals Inc.,9.42,-1.875,-0.18,Buy,2138883,20148277.86,247375264.7206226,,-0.75706802,10,Health Technology,14.14209135,,-57.95379058
NHIC,NewHold Investment Corp. II,10.15,2.01005025,0.2,Strong Buy,713958,7246673.7,247279363,,-0.0229,4,Finance,,,
NVAC,NorthView Acquisition Corporation,10.225,0.93780849,0.095,Strong Buy,697536,7132305.6,247125482.75684932,35.3633218,0.289,2,Finance,,,
PDLB,"Ponce Financial Group, Inc.",9.96,6.86695279,0.64,Sell,905911,9022873.56,246295471.83081576,,,,Finance,,,-505.3856383
THRN,"Thorne Healthtech, Inc.",4.6,26.72176309,0.97,Sell,1078215,4959789,246042555.5704698,39.14185639,0.1218,496,Technology Services,-55.10968975,5.16469922,-166.80913763
BYNO,byNordic Acquisition Corporation,10.27,0.68627451,0.07,Strong Buy,302450,3106161.5,245863796.00194645,,-0.0076,,Finance,,,
BSVN,Bank7 Corp.,26.97,5.3515625,1.37,Buy,368842,9947668.74,245851477.55327097,8.30616364,3.2557,,Finance,,,
PKBK,"Parke Bancorp, Inc.",20.6,-0.67502411,-0.14,Neutral,236285,4867471,245605049.00000003,5.99569242,3.5068,,Finance,,,
BOCN,Blue Ocean Acquisition Corp,10.33,0.48638132,0.05,Buy,2327951,24047733.83,245014684.49709305,19.72100134,0.5233,4,Finance,,,-328.40466926
LCTX,"Lineage Cell Therapeutics, Inc.",1.44,23.07692308,0.27,Sell,6126701,8822449.44,244765916.22857144,,-0.2884,61,Health Technology,-20.67921482,-613.83470226,-17.29048007
CAAS,"China Automotive Systems, Inc.",8.09,39.48275862,2.29,Strong Buy,3028155,24497773.95,244284221.44875345,10.19342087,0.7083,3949,Producer Manufacturing,-54.30157929,3.81752354,197.93941414
TCBX,"Third Coast Bancshares, Inc.",18.02,-2.22463375,-0.41,Strong Sell,434998,7838663.96,243841885.11045733,14.99679127,1.3832,,Finance,,,
OUST,"Ouster, Inc.",1.32,52.95480881,0.457,Sell,16310602,21529994.64,243629428.08695656,,-0.7188,278,Electronic Technology,-64.98488411,-219.41151945,-61.0373254
III,"Information Services Group, Inc.",5.07,10.2173913,0.47,Neutral,3074347,15586939.29,243358675.95,13.89631213,0.3936,1335,Commercial Services,-5.33734709,14.26113623,-104.72804045
XOMA,XOMA Corporation,21.24,15.43478261,2.84,Sell,620297,13175108.28,243215480.97841725,62.82012654,0.4101,12,Health Technology,122.84794066,59.83490566,
USCB,"USCB Financial Holdings, Inc.",12.15,-0.40983607,-0.05,Strong Sell,162293,1971859.95,243009159.2307692,,,,Finance,,,
PFMT,Performant Financial Corporation,3.27,-9.41828255,-0.34,Buy,5894989,19276614.03,242890680,,-0.1249,929,Commercial Services,-102.08344294,-0.31834589,472.0349563
MYFW,"First Western Financial, Inc.",25.58,-9.12966252,-2.57,Sell,290816,7439073.28,242805521.20226416,11.86213071,2.2932,,Finance,,,
CSLM,"Consilium Acquisition Corp I, Ltd.",10.23,1.08695652,0.11,Strong Buy,992939,10157765.97,242642806,469.26605505,0.0218,,Finance,,,
INBK,First Internet Bancorp,26.22,7.99011532,1.94,Sell,727660,19079245.2,242276778.03044492,6.94421857,3.7154,,Finance,,,
NKSH,"National Bankshares, Inc.",40.7,0.99255583,0.4,Buy,156163,6355834.1,242078510.97298652,11.00983119,3.6313,221,Finance,94.98844855,41.10363946,12.92517007
VOXX,VOXX International Corporation,10.24,22.19570406,1.86,Buy,1194772,12234465.28,241881279.9371934,,-0.2678,1082,Electronic Technology,-122.31392512,-1.16492641,52.5297876
PBAX,Phoenix Biotech Acquisition Corp.,10.52,2.43128244,0.2497,Strong Buy,67021,705060.92,241762763.00000003,,-0.0313,,Finance,,,
NKTX,"Nkarta, Inc.",4.95,-17.36227045,-1.04,Strong Sell,12880540,63758673,241627896.51785713,,-2.6769,136,Health Technology,-42.9954721,,-67.82626283
HMPT,Home Point Capital Inc.,1.74,27.00729927,0.37,Neutral,349236,607670.64,240813738,,-0.777,3200,Finance,-75.34103766,-252.50180324,
NAUT,"Nautilus Biotechnology, Inc.",1.93,7.22222222,0.13,Sell,2848740,5498068.2,240716406.40201005,,-0.4918,,Health Technology,-178.27311122,,27.12673912
APPH,"AppHarvest, Inc.",2.23,293.02079662,1.6626,Sell,80130210,178690368.3,240626336.43560603,,-1.6861,630,Process Industries,-728.55680026,-4470.45303867,-1.71754374
CHMG,Chemung Financial Corp,51.4,12.0558099,5.53,Strong Buy,276714,14223099.6,240453470.00000003,8.37938736,6.1341,,Finance,,,
PDSB,PDS Biotechnology Corporation,8.42,-36.21212121,-4.78,Neutral,13671417,115113331.14,240043158.37854892,,-1.0115,22,Health Technology,5.63765229,,
FVCB,"FVCBankcorp, Inc.",17.15,-10.0681699,-1.92,Sell,474193,8132409.95,239959881.0860656,10.48946754,1.7227,,Finance,,,
BGRY,"Berkshire Grey, Inc.",1,65.59032952,0.3961,Neutral,12394491,12394491,239046393.26923075,,-0.4982,400,Producer Manufacturing,-82.59908489,-232.29568159,61.97642558
GHL,"Greenhill & Co., Inc.",13.43,31.02439024,3.18,Neutral,1296551,17412679.93,238858088.88165677,68.87417219,0.6792,364,Finance,87.77731393,39.66315949,-87.57388043
STKS,"The ONE Group Hospitality, Inc.",7.4,17.46031746,1.1,Neutral,1880379,13914804.6,238764728.57523304,18.03987509,0.4404,3364,Consumer Services,464.05899925,7.0348296,-5013.7254902
ANTX,"AN2 Therapeutics, Inc.",12.3,29.06610703,2.77,Sell,414281,5095656.3,238652693.34128875,,,22,Health Technology,-281.87919463,,
PANA,Panacea Acquisition Corp. II,10.11,0.59701493,0.06,Buy,2181372,22053670.92,238039939.99505192,,-0.0043,5,Finance,,,-7.87682334
ZIMV,ZimVie Inc.,9.12,-2.35546039,-0.22,Buy,8656620,78948374.39999999,237925045.1749175,,-3.6117,,Health Technology,-83.85744235,0.75891977,
CFFS,CF Acquisition Corp. VII,10.225,0.24509804,0.025,Neutral,391654,4004662.15,237859079,,-0.0153,3,Finance,,,-23091.07142857
ODC,Oil-Dri Corporation Of America,35.79,6.70840787,2.25,Strong Buy,229635,8218636.65,237730818.18204916,27.09958697,1.3294,869,Process Industries,-149.72131463,-3.72731211,47.44953628
SWKH,SWK Holdings Corporation,18.53,5.04535147,0.89,Buy,449169,8323101.57,237561059.64191684,14.42351511,1.3236,35,Finance,116.66557954,59.30018745,-54.95022124
VATE,INNOVATE Corp.,3.03,62.03208556,1.16,Strong Buy,11591065,35120926.95,237418525.25688073,,-0.5037,3902,Industrial Services,180.68669528,5.42648523,-74.52830189
DIBS,"1stdibs.com, Inc.",6.09,19.88188976,1.01,Neutral,2492778,15181018.02,237088394.65919995,,-0.6211,365,Retail Trade,-26.02011767,-6.4634823,49.11624307
OPAD,Offerpad Solutions Inc.,0.9563,107.66558089,0.4958,Neutral,11695325,11184239.2975,236391392.86766127,,-0.0524,1000,Technology Services,-715.50662474,-45.18866949,102.83755669
AGS,"PlayAGS, Inc.",6.25,22.54901961,1.15,Sell,5115650,31972812.5,235994808.07877815,,-0.5322,772,Producer Manufacturing,212.76547502,15.93478529,-46.53450589
ALTO,"Alto Ingredients, Inc.",3.14,9.02777778,0.26,Sell,11761954,36932535.56,235987928.86419752,9.13963329,0.361,417,Process Industries,-83.99134916,0.86406732,-20.19328408
BTMD,Biote Corp.,4.08,9.38337802,0.35,,2427469,9904073.52,235981555.67307687,14.95327103,13.579,,Health Services,,,-2.62483029
BRBS,"Blue Ridge Bankshares, Inc.",12.43,-0.48038431,-0.06,Sell,413633,5141458.19,235502118.7441485,6.76938207,1.832,556,Finance,105.97162002,0.98705106,505.87867417
RCEL,"Avita Medical, Inc.",9.39,42.27272727,2.79,Sell,1646745,15462935.55,235040166.2600217,,-1.0434,,Health Technology,,,76.79567807
PLBC,Plumas Bancorp,40.15,8.36707152,3.1,Strong Buy,176981,7105787.15,234886168.43456787,9.05392113,4.5272,,Finance,,,
FGBI,"First Guaranty Bancshares, Inc.",21.845,-6.84434968,-1.605,Neutral,135022,2949555.59,234108401.50253105,7.89865872,2.7511,490,Finance,39.37865413,19.82115637,13.82459313
URGN,UroGen Pharma Ltd.,10.12,14.09244645,1.25,Sell,2241568,22684668.16,233671197.2235294,,-4.8316,195,Health Technology,20.03436009,-178.26901461,15.77969389
DNMR,"Danimer Scientific, Inc.",2.3,28.49162011,0.51,Sell,21844919,50243313.7,233193949.91836733,,-1.6248,282,Process Industries,-377.04600019,-422.77145143,35.22407296
PBPB,Potbelly Corporation,8.085,45.15260323,2.515,Buy,2611942,21117551.07000001,232947122.6923077,,-0.0318,5500,Consumer Services,386.56918903,5.00221022,124.04458599
ALOR,ALSP Orchid Acquisition Corporation I,10.3399,1.0742913,0.1099,Strong Buy,5483888,56702853.5312,232415105.25578487,,-0.018,,Finance,,,
HOFT,Hooker Furnishings Corporation,20.5,9.62566845,1.8,Neutral,853693,17500706.5,232302657.2612086,25.71106378,0.8044,1294,Consumer Durables,-82.15219527,1.98934658,-73.18204557
VIA,"Via Renewables, Inc.",6.47,26.61448141,1.36,Sell,1862096,12047761.12,231999743.2788162,,-0.2201,169,Utilities,-88.86113496,2.53299692,-12.28668942
CMCL,Caledonia Mining Corporation Plc,13.41,8.14516129,1.01,Buy,1210268,16229693.88,231769204.4852161,5.50500835,2.396,,Non-Energy Minerals,-120.55772828,-1.04906027,-32.63817687
VMCA,Valuence Merger Corp. I,10.44,1.06485963,0.11,Strong Buy,1263840,13194489.6,231107135.97696736,,-0.0042,4,Finance,,,
TMC,TMC the metals company Inc.,0.8698,12.96103896,0.0998,Sell,11411437,9925667.9026,230960298.18448257,,-0.3521,31,Non-Energy Minerals,-112.92778532,,65.40114267
CVLY,"Codorus Valley Bancorp, Inc",24.15,1.47058824,0.35,Strong Buy,278719,6731063.85,230743721.38081396,11.46721272,2.1054,,Finance,,,
ATXS,"Astria Therapeutics, Inc.",13.49,-9.40228341,-1.4,Neutral,3359740,45322892.6,230023788.6276518,,-3.6435,29,Health Technology,7.21446583,,-33.01071106
DOMA,"Doma Holdings, Inc.",0.7,54.55950541,0.2471,Neutral,10740295,7518206.5,229947160.45197743,,-0.7276,2049,Finance,-11870.18882216,-15.67074056,5.70594053
HFFG,HF Foods Group Inc.,4.28,5.41871921,0.22,Sell,572703,2451168.84,229863355.9036145,,,,Distribution Services,,,
SWSS,Springwater Special Situations Corp.,10.21,0.78973346,0.08,Buy,1217961,12435381.81,229539590.79784632,,-0.014,,Finance,,,71.57001121
QUAD,"Quad Graphics, Inc",4.35,6.61764706,0.27,Neutral,2773207,12063450.45,228940606.7905405,,-0.0555,15100,Commercial Services,-33.0495356,2.92190245,71.92118227
CIX,CompX International Inc.,18.58,0.54112554,0.1,Neutral,63839,1186128.62,228666995.39606124,11.74354362,1.557,570,Producer Manufacturing,-53.64045924,4.53076732,50.10346611
SPRY,"ARS Pharmaceuticals, Inc.",6.34,-25.67409144,-2.19,Sell,4511952,28605775.68,228609869.78164557,,-2.4278,90,Health Technology,-114.73677469,,13.30265524
AMCI,AMCI Acquisition Corp. II,10.15,1.70340681,0.17,Sell,2450330,24870849.5,228375009.04455453,297.93510324,0.0339,3,Finance,,,99.4723512
XXII,"22nd Century Group, Inc",1.06,15.15480717,0.1395,Sell,20133848,21341878.88,228219704.59459457,,-0.266,76,Health Technology,-54.149309,-75.32635388,-138.70696893
RGCO,RGC Resources Inc.,23.2,5.2154195,1.15,Buy,202728,4703289.6,228107270,,-3.5613,96,Utilities,-17.97567939,-11.77365159,-56.31007878
TPBA,TPB Acquisition Corporation I,10.11,0.79760718,0.08,Buy,1995745,20176981.95,227933726.7356435,41.56378601,0.243,,Finance,,,-65.30604144
CDLX,"Cardlytics, Inc. Common Stock",6.86,18.68512111,1.08,Sell,12804722,87840392.92,227517719.00699303,,-2.9397,591,Technology Services,-137.08288482,-11.54367391,-214.52826134
IMMR,Immersion Corporation,7.04,0.14224751,0.01,Sell,5621618,39576190.72,227454615.0470914,19.93373827,0.3669,26,Electronic Technology,68556,48.77311978,705.0389922
VERA,"Vera Therapeutics, Inc.",8.21,-57.57105943,-11.14,Strong Sell,28631640,235065764.40000004,227069221.95766592,,-2.9523,37,Health Technology,32.08433597,,-236.57913931
AXAC,AXIOS Sustainable Growth Acquisition Corporation,10.35,0.48543689,0.05,Strong Buy,2984704,30891686.4,226897875,,-0.07,3,Finance,,,
BWFG,"Bankwell Financial Group, Inc.",29.38,-0.16989467,-0.05,Buy,318866,9368283.08,226529518.23006448,6.13268406,4.866,136,Finance,,,
OXUS,Oxus Acquisition Corp.,10.35,0.19361084,0.02,Neutral,28491,294881.85,226276875,,-0.0662,0,Finance,,,-695.59082892
PRAX,"Praxis Precision Medicines, Inc.",4.8,101.68067227,2.42,Neutral,37892560,181884288,226169194.28571427,,-5.0963,139,Health Technology,-140.41635373,,-84.72273835
TCFC,The Community Financial Corporation,40,0.25062657,0.1,Buy,168344,6733760,225853987.45294857,8.24420216,4.8422,191,Finance,9.86057209,38.90656418,-29.9382992
SZZL,Sizzle Acquisition Corp.,10.36,1.36986301,0.14,Strong Buy,539639,5590660.04,225543401.99999997,,-0.0334,3,Finance,,,-9961.29032258
LMNR,Limoneira Co,12.75,4.42260442,0.54,Sell,530957,6769701.75,225475007.00078005,,-0.0493,265,Process Industries,4072.35772358,2.64673221,118.74499943
CBAN,"Colony Bankcorp, Inc.",12.76,0.55161545,0.07,Sell,582124,7427902.24,225100721.65678623,11.22591944,1.142,522,Finance,,,
GOSS,"Gossamer Bio, Inc.",2.38,9.67741935,0.21,Sell,70026007,166661896.66,224854805.54732504,,-2.8935,185,Health Technology,-6.76753594,,12.68796541
FNVT,Finnovate Acquisition Corp.,10.35,0.87719298,0.09,Strong Buy,2885142,29861219.7,224724373.99903283,,-0.0115,,Finance,,,-290.56
APCA,AP Acquisition Corp,10.42,0.96899225,0.1,Buy,759843,7917564.06,224681252,2977.14285714,0.0035,1,Finance,,,
TWCB,Bilander Acquisition Corp.,9.98,0.80808081,0.08,Strong Buy,215049,2146189.02,224238572,103.09917355,0.0968,,Finance,,,90.06047759
BLZE,"Backblaze, Inc.",6.87,11.70731707,0.72,Strong Buy,1974410,13564196.7,224154663.03287673,,-1.4976,270,Electronic Technology,-137.9558631,-6.01520473,-621.875
ARAY,Accuray Incorporated,2.39,14.35406699,0.3,Sell,5585915,13350336.85,224131245.266129,,-0.1047,1044,Health Technology,-116.92307692,-1.45077214,87.79347495
OPRT,Oportun Financial Corporation,6.74,22.323049,1.23,Sell,4055100,27331374,223718820.88271603,,-1.5746,2729,Finance,-3.46855984,19.74115402,57.34425162
APN,Apeiron Capital Investment Corp.,10.37,1.07212476,0.11,Strong Buy,246182,2552907.34,223603126.99040303,31.92473782,0.3242,3,Finance,,,
GBBK,Global Blockchain Acquisition Corp.,10.14,0.49554014,0.05,,2934935,29760240.9,223206750,,,2,Finance,,,
APXI,APx Acquisition Corp. I,10.35,0.72992701,0.075,Strong Buy,2367227,24500799.45,223171883,17.77739608,0.5822,,Finance,,,
AVAH,Aveanna Healthcare Holdings Inc.,1.2,53.84615385,0.42,Neutral,8986665,10783998,223101870.23622045,,-2.9778,33000,Health Services,-110.1044993,-0.6918191,-31.55689877
CLPT,ClearPoint Neuro Inc.,9.08,7.20188902,0.61,Sell,1299194,11796681.52,222955363.93541875,,-0.6765,28,Health Technology,-65.25492228,-78.27277747,-14.46731235
ORIC,"Oric Pharmaceuticals, Inc.",5.63,-4.41426146,-0.26,Neutral,7840059,44139532.17,222816579.45187604,,-2.3067,78,Health Technology,-35.6960923,,-42.00028802
APEI,"American Public Education, Inc.",11.79,-4.06834825,-0.5,Strong Sell,2101330,24774680.7,222737578.79358545,,-5.2467,5800,Consumer Services,-88.87523819,1.059448,129.3407781
BRIV,B. Riley Principal 250 Merger Corp.,10.05,0.90361446,0.09,Strong Buy,483198,4856139.9,222733128.00298807,52.78654048,0.1902,,Finance,,,85.66985451
MNTN,Everest Consolidator Acquisition Corporation,10.32,0.8797654,0.09,Strong Buy,1585852,16365992.64,222524992.99999997,,-0.0453,2,Finance,,,-590783.33333333
GNUS,"Genius Brands International, Inc.",0.6967,49.82795699,0.2317,Sell,34253052,23864101.3284,222344311.67841148,,-0.2032,83,Consumer Services,-201.22679945,-303.04839324,4.5564951
CENQ,CENAQ Energy Corp.,10.22,12.18441273,1.11,Strong Buy,112333,1148043.26,222308002.08316833,,-0.1515,2,Finance,-23804.07239819,,-0.07522811
RCKY,"Rocky Brands, Inc.",30.26,28.11176969,6.64,Neutral,747748,22626854.48,221697206.97990116,8.46913718,3.6265,2825,Consumer Non-Durables,-484.94296578,-14.76585243,93.7003903
ITAQ,"Industrial Tech Acquisitions II, Inc.",10.26,0.78585462,0.08,Strong Buy,2147438,22032713.88,221231246.5085075,55.00267523,0.1869,,Finance,,,
TELA,"TELA Bio, Inc.",11.53,0.26086957,0.03,Buy,486175,5605597.75,220904940.77334464,,-2.8557,123,Health Technology,-26.13816351,-105.41696365,-14.7088571
KSI,Kadem Sustainable Impact Corporation,10.09,0.59820538,0.06,Buy,1859175,18759075.75,220718747.99801588,83.86023295,0.1202,3,Finance,,,-65.47639194
CELC,Celcuity Inc.,10.16,-27.48037116,-3.85,Sell,987599,10034005.84,220139253.6560999,,-2.3812,39,Health Technology,-182.62017814,,-129.58193342
EHTH,"eHealth, Inc.",8.01,65.49586777,3.17,Sell,23064673,184748030.73,219652782.38265303,,-6.2868,2379,Finance,-44.00619318,-30.93409687,58.82802938
ARBE,Arbe Robotics Ltd.,3.48,2.05278592,0.07,Neutral,875294,3046023.12,219475566.4615385,,-1.1844,,Producer Manufacturing,-8988.17534832,-1209.42641174,48.44393143
FRGI,"Fiesta Restaurant Group, Inc.",8.43,14.69387755,1.08,Sell,332892,2806279.56,219095852.19460723,,-0.6381,4480,Consumer Services,-71.62087365,3.58769246,139.53601954
EAR,"Eargo, Inc.",10.56,-8.17391304,-0.94,Sell,3583521,37841981.76000001,218876352.62686563,,-80.92,257,Health Technology,-241.95963107,-318.56048814,
TTSH,"Tile Shop Holdings, Inc.",4.93,12.55707763,0.55,Sell,1920504,9468084.72,218706633.98790324,15.79114932,0.3166,1343,Retail Trade,-55.01823097,7.72079849,-1252.29110512
DLTH,Duluth Holdings Inc.,6.54,5.82524272,0.36,Sell,2918358,19086061.32,218583191.0582959,17.97420742,0.3746,3011,Retail Trade,111.31781334,11.64240807,-930.32290616
BPRN,"Princeton Bancorp, Inc.",33.67,6.14754098,1.95,Strong Buy,189873,6393023.91,218416087.5,8.59225163,3.9806,181,Finance,-21.73508083,15.96200814,200.0391696
TCOA,Trajectory Alpha Acquisition Corp.,10.12,0.69651741,0.07,Strong Buy,1340042,13561225.04,218212498,,-0.02,,Finance,,,-637.16814159
ABOS,"Acumen Pharmaceuticals, Inc.",5.33,-1.2962963,-0.07,Sell,1087068,5794072.44,218131762.93761468,,-0.9469,17,Health Technology,-141.62416107,,-19.93243243
NGC,Northern Genesis Acquisition Corp. III,10.11,0.69721116,0.07,Strong Buy,1623781,16416425.91,217933686.99900892,37.96087284,0.2658,,Finance,,,
ATLO,Ames National Corporation,24.2,2.49894113,0.59,Buy,298087,7213705.4,217610421.33828995,11.3385163,2.1352,,Finance,,,
CWCO,Consolidated Water Co. Ltd.,14.23,-3.85135135,-0.57,Buy,1131615,16102881.45,217606698.61874995,39.7460668,0.3654,197,Utilities,-11.77077124,8.19026799,-50.8954908
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",9.58,4.81400438,0.44,Sell,1371675,13140646.5,217585271.49128205,10.40443923,0.9429,4173,Retail Trade,-31.66722633,3.73513824,-69.5309401
EVBN,"Evans Bancorp, Inc.",39.43,5.45600428,2.04,Strong Buy,390969,15415907.67,217415056.01143003,9.81599681,4.0444,378,Finance,878.35,20.29203439,69.43411813
LCFY,Locafy Limited,10.5634,79.04371261,4.6635,Sell,161786,1709010.2324,216853957.6102,,-0.1791,,Technology Services,-791.81007011,-109.66422224,
TBNK,Territorial Bancorp Inc.,23.78,-0.95793419,-0.23,Buy,240809,5726438.02,216723028.63697475,13.18705674,1.8127,,Finance,,,
AACI,Armada Acquisition Corp. I,10.45,3.26086957,0.33,Strong Buy,2111631,22066543.95,216414275,,-0.1749,2,Finance,-73.78810642,,82.05533597
CLBR,Colombier Acquisition Corp.,10.03,0.9054326,0.09,Buy,838044,8405581.32,216271876.49776003,44.59759893,0.2249,2,Finance,,,98.22461531
SDC,"SmileDirectClub, Inc.",0.5525,56.87109597,0.2003,Sell,83388493,46072142.3825,215811174.85370052,,-0.7803,3200,Health Technology,-37.28480596,-38.90867629,45.21563025
GFOR,Graf Acquisition Corp. IV,10.06,1.10552764,0.11,Strong Buy,2747742,27642284.52,215805873.76119405,34.59552496,0.2905,,Finance,,,-353.11701584
TNYA,"Tenaya Therapeutics, Inc.",3.37,67.66169154,1.36,Neutral,5259605,17724868.85,215639548.1754386,,-2.8156,106,Health Technology,-86.81928777,,-42.97231802
PEPL,PepperLime Health Acquisition Corporation,10.14,-0.68560235,-0.07,Sell,339181,3439295.34,215474997.9960474,,-0.0123,,Finance,,,-10972.72727273
RNER,Mount Rainier Acquisition Corp.,9.705,-21.48058252,-2.655,Strong Sell,690475,6701059.875,215050176.44548285,,-0.0301,2,Finance,,,
BKSY,BlackSky Technology Inc.,1.77,14.93506494,0.23,Sell,8022307,14199483.39,214815618.08152172,,-0.459,210,Technology Services,-135.32197159,-345.55082881,76.6470882
CDZI,"Cadiz, Inc.",3.84,53.6,1.34,Sell,2409202,9251335.68,214363425.799511,,-0.6134,10,Finance,-99.31095683,-6769.85815603,-41.822883
CONN,"Conn's, Inc.",8.94,29.94186047,2.06,Sell,8030904,71796281.75999999,214069152.72297296,,-0.4361,4120,Finance,-58.57823598,11.63360966,176.2804878
BSAQ,Black Spade Acquisition Co,10.12,1.19898801,0.1199,Strong Buy,2300439,23280442.68,213784985.9792182,83.44343518,0.1211,,Finance,,,78.55072992
WNEB,"Western New England Bancorp, Inc.",9.64,1.90274841,0.18,Buy,809530,7803869.2,213776836.99999997,8.15842925,1.1849,,Finance,,,
ATCX,"Atlas Technical Consultants, Inc.",5.47,6.21359223,0.32,Sell,1970665,10779537.55,213752641.2046263,,-0.3241,3450,Industrial Services,109.82895286,4.66741772,-51.66154705
MNSB,"MainStreet Bancshares, Inc.",28.7,4.40160058,1.21,Buy,385231,11056129.7,213390036.3482173,8.85544385,3.2624,168,Finance,,,
