Ticker,Description,Price,Market Capitalization,Price to Earnings Ratio (TTM),Price to Revenue Ratio (TTM),Basic EPS (TTM),EPS Diluted (FY),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),Total Shares Outstanding
SLVR,SilverSPAC Inc.,10.1,315625012,47.48472026,,0.2127,0.031,,305997000,31250000
MTAC,MedTech Acquisition Corporation,10.09,315312500,36.02705589,,0.2809,0.1526,,311749000,31250000
BLDE,"Blade Air Mobility, Inc.",4.38,313841391.8447894,,2.51215535,-0.2976,-0.934,,101789000,71653300
SVII,Spring Valley Acquisition Corp. II,10.23,313720000.00000006,,,,-0.0005,,,30666667
MEC,"Mayville Engineering Company, Inc.",15.54,313484490.0662768,115.19461078,0.59917074,0.136,-0.3652,8.25233147,242905000,20172700
HWEL,Healthwell Acquisition Corp. I,10.03,313437512.9612326,49.75272008,,0.2022,0.1437,,303690000,31250000
SIFY,"Sify Technologies Limited - American Depository Shares, each represented by one",1.73,312489458,,0.83764051,,0.0903,6.3780525,516636999.99999994,182742369
ADAL,Anthemis Digital Acquisitions I Corp,10.35,312440622.9961278,253.18627451,,0.0408,0.016,,304584000,30187500
EGAN,eGain Corporation,9.77,312311845.47494984,,3.34534914,-0.0949,-0.0774,,166468000,31966400
TIG,"Trean Insurance Group, Inc.",6.09,311944939.71993405,11.65962351,1.07048561,0.5206,0.3777,,255226000,51222500
TOUR,Tuniu Corporation,2.37,311694614,,8.91979602,-0.275,-0.1524,,-47976000,117902955.333333
HBCP,"Home Bancorp, Inc.",37.57,311140979.8267965,9.1243155,2.21595761,4.1981,4.16,,473387000,8281630
OSG,"Overseas Shipholding Group, Inc.",3.68,311028286.99999994,26.11781405,0.75478292,0.1452,-0.5106,4.04300064,758309000,84518600
SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares),4.95,311018170,13.05668016,5.39056542,0.3996,0.0983,,315357000,60274841
STET,ST Energy Transition I Ltd.,10.29,310629374,17.76895182,,0.5791,-0.0101,,,30187500
VUZI,Vuzix Corporation,4.87,310412079.3282733,,27.43258977,-0.738,-0.6606,,279597000,63739700
FLJ,FLJ Group Limited,1.49,310276194,1.02397602,0.5271615,1.6016,1.8298,,,172526136.426667
SBT,"Sterling Bancorp, Inc.",6.1,309880054.91961414,25.4813601,3.02811516,0.2451,0.4665,,84504800,50800000
LMDX,LumiraDx Limited,0.93,309865618.36926466,,0.83334659,-1.4181,-0.3992,,560449000,333189080
PIII,P3 Health Partners Inc.,1.27,308749289.9160305,,0.22285601,-7.9783,-3.7635,,2152700000,41578900
HZON,Horizon Acquisition Corporation II,10.14,307734071.8309039,39.88372093,,0.258,0.3062,,656136000,30348500
RBT,"Rubicon Technologies, Inc.",1.7932,307265432.0269565,,0.25617004,-1.2327,-0.0232,,363780000,49714239
QD,Qudian Inc.,1.18,307019146,,2.19893351,-0.5516,0.3523,,-901772000,190243651
NRAC,Noble Rock Acquisition Corporation,10.15,306403123.00393313,36.07662292,,0.2819,0.3122,,296067000,30187500
GILT,Gilat Satellite Networks Ltd.,5.41,306262278.51699466,128.50574713,1.34994679,0.0436,-0.0538,11.20117007,235712000,56610400
AADI,"Aadi Bioscience, Inc.",12.55,306158726.4129586,,24.79370079,-2.9797,-12.4098,,125004000,24395100
AIRS,"AirSculpt Technologies, Inc.",5.45,306139831.1654804,,1.88774655,-0.5856,-0.0071,30.067995,457376000,55640154
DFLI,Dragonfly Energy Holdings Corp,7.07,305938194.5815603,,,-0.1962,0.0618,,106143000,43272728
DMYS,"dMY Technology Group, Inc. VI",10.13,305799375,257.10659898,,0.0394,-0.4782,,300786000,30187500
CZFS,"Citizens Financial Services, Inc.",76.9148,305444739.15896255,11.00668485,3.53085929,7.0758,7.3074,,514315000.00000006,3971210
CRD.A,Crawford & Company,6.35,303862463.2051282,,0.25137517,-0.0631,0.5686,8.77165184,609677000,48405200
WHF,"WhiteHorse Finance, Inc.",13.07,303787156.6982694,15.39263377,4.72737156,0.8634,1.4229,18.86679493,670224000,23243100
NRIM,Northrim BanCorp Inc,53.23,302604516.7987172,10.05024173,2.34124389,5.3434,5.27,,321360000,5684850
PCCT,Perception Capital Corp. II,10.52,302450008.0382044,,,-0.0292,-0.0109,,291908000,28750000
FLL,"Full House Resorts, Inc.",8.79,302367976.01307184,,1.85193993,-0.0801,0.335,14.33849469,371851000,34399100
APLD,Applied Digital Corporation,3.2,302317801.99999994,,10.74863432,-0.483,-0.4118,,205354000,93946353
BIOS,BioPlus Acquisition Corp.,10.31,302186082.00872517,1040.4040404,,0.0099,-0.0048,,299019000,29310000
CIFR,Cipher Mining Inc.,1.22,302013392.6938776,,,-0.2254,-0.3309,,288301000,247552000
SATL,Satellogic Inc.,3.39,301690152.1709634,,,,-23.3479,,,88994140
PHVS,Pharvaris N.V.,9.1,301682129.35517967,,,,-1.6608,,65620300,33151900
ZVIA,Zevia PBC,4.38,301676983.81489843,,1.2053173,-1.3264,-1.3343,,112857000,44865800
AFRI,Forafric Global PLC,11.25,301631077.7310924,,1.49023792,-0.557,-0.1774,2481.09253092,341773000,26811700
BWC,Blue Whale Acquisition Corp I,9.86,301595186,60.23213195,,0.1637,0.034,,247903000,25489790
MCAA,Mountain & Co. I Acquisition Corp.,10.49,301587494.9808613,,,-0.0194,-0.0075,,263474000,28750000
ACRV,"Acrivon Therapeutics, Inc.",14.43,301368558.65999997,,,,-0.7787,,,20884862
SVRA,"Savara, Inc.",2.64,301076156.16,,,-0.2815,-0.3212,,128812999.99999999,114044000
TOAC,Talon 1 Acquisition Corp.,10.47,301012511.0294963,34.16884817,,0.3056,-0.0163,,292501000,28750000
MEKA,MELI Kaszek Pioneer Corp,10.125,300965625,5.1178315,,1.9774,-1.9928,,3349410,29725000
SKIL,Skillsoft Corp.,1.83,300935094.9293478,,0.49604839,-4.3726,-0.7216,10.45831795,759348000,164445000
SOND,Sonder Holdings Inc.,1.38,300920770.4142858,,0.92535191,-0.5352,-0.1881,,1435250000,218059000
FXLV,F45 Training Holdings Inc.,3.09,300705823.99354833,,1.75834689,-0.8009,-1.9071,,371686000,97315800
BCBP,"BCB Bancorp, Inc. (NJ)",17.8,300669059.3566278,6.97350609,2.34323589,2.6415,2.58,,754140000,16891500
QSI,Quantum-Si Incorporated,2.15,300610842.14611876,,,-0.9284,-1.1937,,28722300,139818500
CORS,Corsair Partnering Corporation,10.1,300419463,28.79954377,,0.3507,-0.061,,290840000,29744500
SVFB,SVF Investment Corp. 2,10.18,300411812.04733723,2816.66666667,,0.0036,-0.0348,,291832000,29510000
CBNK,"Capital Bancorp, Inc.",21.35,300130717.27441865,7.39339752,1.72129025,2.9813,2.91,,438263000,14057600
CVRX,"CVRx, Inc.",14.58,300117078.0365111,,13.55534668,-2.0184,-2.0176,,278557000,20584200
CITE,Cartica Acquisition Corp,10.43,299862495.99231505,34.17596848,,0.3046,-0.0093,,288698000,28750000
BTWN,Bridgetown Holdings Limited,10,299678724.2757243,17.17275691,,0.6284,1.1973,,738756000,29967838
PLAO,Patria Latin American Opportunity Acquisition Corp.,10.42,299574988.02298856,59.08319185,,0.1767,-0.002,,53568100,25750000
UP,Wheels Up Experience Inc.,1.21,299478630.9166666,,0.21268267,-1.4074,-0.9279,,112584000,247503000
RELL,"Richardson Electronics, Ltd.",21.58,299302787.8876404,14.16850355,1.3291414,1.7005,1.3088,10.40760863,353282000,13869481.7
KRT,Karat Packaging Inc.,15.03,299217434.6115538,12.1119511,0.71216751,1.2488,1.0492,8.09487433,364265000,19908000
OCUL,"Ocular Therapeutix, Inc.",3.88,298800297,,6.0062393,-0.7724,-0.9769,,249739000,77010400
SY,So-Young International Inc. - American Depository Shares,2.8,298723334,,1.4389176,-0.182,-0.0122,,-132026000.00000001,90330248.4302484
OPRX,OptimizeRx Corporation,17.4,298457277.2665148,,5.00328183,-0.5825,0.0214,,187937000,17152700
DSAQ,Direct Selling Acquisition Corp.,10.38,298425003,19.10579577,,0.5435,0.1798,,290547000,28750000
FRON,Frontier Acquisition Corp.,10.145,298364459.0044378,56.30205441,,0.1801,0.0626,,291405000,29410000
BWMX,"Betterware de Mexico, S.A.P.I. de C.V.",8.15,298167503.1204379,8.64171573,0.58513904,0.9581,2.3821,6.16691325,586977000,36585000
TGR,Kimbell Tiger Acquisition Corporation,10.3701,298141415.0071387,,,-0.0178,-0.013,,290829000,28752600
USCT,TKB Critical Technologies 1,10.37,298137497,16.42642167,,0.6313,0.3007,,291239000,28750000
TLGY,TLGY Acquisition Corporation,10.365,297993739.99517375,27.40740741,,0.378,0.0752,,289846000,28750000
LUNA,Luna Innovations Incorporated,9.04,297974407.41463417,,3.01540657,-0.0283,0.0436,115.54874524,169790000,32961800
GAQ,Generation Asia I Acquisition Limited,10.13,297948635.90313107,43.47086346,,0.2351,-0.002,,292915000,29412500
WNNR,Andretti Acquisition Corp.,10.36,297849990,828.8,,0.0125,-0.0004,,288705000,28750000
CMCA,Capitalworks Emerging Markets Acquisition Corp,10.35,297562511,13.90381515,,0.7444,0.6699,,290237000,28750000
SCUA,Sculptor Acquisition Corp I,10.35,297562508.0038666,12.91188218,,0.8012,0.3424,,289984000,28750000
DTRT,DTRT Health Acquisition Corp.,10.35,297562493.0101302,24.62580185,,0.4209,0.1689,,292030000,28750000
RENE,Cartesian Growth Corporation II,10.345,297418747.9970959,56.23298857,,0.1837,-0.0001,,292200000,28750000
RCFA,RCF Acquisition Corp.,10.34,297275004,15.60990338,,0.6624,0.3036,,289974000,28750000
DPCS,DP Cap Acquisition Corp I,10.33,296987503.99613154,698.64864865,,0.0148,-0.009,,293554000,28750000
CBRG,Chain Bridge I,10.33,296987503.99613154,22.21744736,,0.4654,0.1724,,291061000,28750000
KAII,Kismet Acquisition Two Corp.,10.15,296887489,20.6300813,,0.492,0.1073,,290770000,29250000
BPAC,Bullpen Parlay Acquisition Company,10.32,296700012.0116391,23.47449909,,0.4392,-0.0294,,289037000,28750000
VLGEA,"Village Super Market, Inc.",22.81,296688651.66066724,10.47548975,0.15455877,2.3228,1.8395,7.46428773,601752000,13006908.9
MPRA,Mercato Partners Acquisition Corporation,10.31,296412511.99999994,23.45313922,,0.4396,-0.0206,,288711000,28750000
XFIN,ExcelFin Acquisition Corp,10.305,296268755.00242716,,,-0.0281,-0.0242,,288187000,28750000
FIAC,Focus Impact Acquisition Corp.,10.29,295837499,21.81471274,,0.4717,0.1332,,287126000,25750000
TUSK,"Mammoth Energy Services, Inc.",6.25,295701705.2715655,,0.94654478,-0.4018,-2.1847,10.26862767,260197000,47312300
UTAA,UTA Acquisition Corporation,10.28,295549991.99999994,1269.13580247,,0.0081,-0.0077,,52436800,28750000
BIOT,Biotech Acquisition Company,10.28,295549991.03488374,36.90987124,,0.2796,-0.2388,,285636000,28750000
AEAE,AltEnergy Acquisition Corp.,10.27,295262507.0068226,12.21573997,,0.8399,0.4048,,287572000,28750000
OTLK,"Outlook Therapeutics, Inc.",1.15,295166820,,,-0.3095,-0.3114,,270880000,256666999.99999997
ADAP,Adaptimmune Therapeutics plc,1.86,294815973,,16.90007993,-1.0942,-1.0145,,-1544930,163829018
VMGA,VMG Consumer Acquisition Corp.,10.25,294687506.9931774,,,-0.0229,-0.0221,,287683000,28750000
WRAC,Williams Rowland Acquisition Corp.,10.25,294687494.9754902,,,-0.0234,-0.0246,,290094000,28750000
BRD,Beard Energy Transition Acquisition Corp.,10.24,294425602.01178783,,,-0.0011,-0.0066,,287700000,28752500
TRIS,Tristar Acquisition I Corp.,10.24,294400001.00293833,19.59770115,,0.522,0.2079,,284234000,28750000
WWAC,Worldwide Webb Acquisition Corp.,10.235,294256262.01749486,43.97633391,,0.2324,-0.0916,,287465000,28750000
HQI,"HireQuest, Inc.",21.2,294206256.59673667,24.57889309,8.74089875,0.8784,0.871,16.45283461,181232000,13877700
LCW,Learn CW Investment Corporation,10.22,293825001.0009795,17.47988358,,0.5841,0.33,,284546000,28750000
NN,NextNav Inc.,2.76,293620151.09278345,,93.88013681,-0.7566,-6.7271,,209358000,106384000
SPCM,"Sound Point Acquisition Corp I, Ltd",10.43,293343750,,,,-0.0005,,328815000,28125000
IXAQ,IX Acquisition Corp.,10.2,293249990.99558604,17.53313823,,0.5809,0.3248,,286259000,28750000
FBIZ,"First Business Financial Services, Inc.",34.76,293069735.85846865,7.20389445,1.87061689,4.7863,4.8833,,663299000,8431230
NATH,"Nathan's Famous, Inc.",71.8,292923887.71460736,16.77327983,2.26843974,4.2365,3.304,10.21842045,322850000,4079720
HNST,"The Honest Company, Inc.",3.16,292846323.987013,,0.91225007,-0.4951,-0.4263,,322245000,92672900
CTV,Innovid Corp.,2.19,292694763.23181814,,2.45012752,-0.7043,-3.3103,,332994000,133651000.00000001
GRWG,GrowGeneration Corp.,4.8,292459635.5172414,,0.8984317,-2.5193,0.2115,,188580000,60929100
CASA,"Casa Systems, Inc.",3.09,292379608.42499995,,0.98439425,-0.8777,0.0361,,377001000,94621200
ITIC,Investors Title Company,154,292135239.2982456,8.44576392,0.96249688,18.6148,35.2737,,275949000,1896980
LDHA,LDH Growth Corp I,10.155,291956238.9945813,40.11857708,,0.253,0.0192,,284162000,28750000
VLAT,Valor Latitude Acquisition Corp.,10.14,291524996.9940712,32.69789984,,0.3095,0.2527,,283525000,28750000
LE,"Lands' End, Inc.",8.81,290749768.23196447,,0.18840529,-0.0629,0.9907,9.89989485,754989000,33002200.00000001
PRLD,Prelude Therapeutics Incorporated,6.07,290430173.3847352,,,-2.5263,-2.3464,,90988200,47846837
HWKZ,Hawks Acquisition Corp,10.08,289799990.9910626,,,-0.0124,-0.0176,,282317000,28750000
YRD,Yiren Digital Ltd.,3.15,289304816,,,,1.8778,,-306037000,85340651
ATAI,ATAI Life Sciences N.V.,1.74,288623024.9162011,,661.14945217,-1.2475,-1.0444,,235996000,165875000
CPLP,Capital Product Partners L.P.,14.18,287564673.1980676,1.99917219,0.98201902,7.248,5.2549,6.57129373,1303360000,19931000
IVCP,Swiftmerge Acquisition Corp.,10.2,286874995,,,-0.0162,,,278469000,28125000
POWW,"AMMO, Inc.",2.44,286577424.28099173,31.67539267,1.160475,0.0778,0.2678,7.4002945,328501000,117450000
FRST,Primis Financial Corp.,11.61,286350157.6349745,16.50091049,1.9737807,0.7224,0.7192,,647190000,24664100
CVCY,Central Valley Community Bancorp,24.39,286143737,10.75112404,3.24363924,2.2749,2.27,,338105000,11732000
SKYH,Sky Harbour Group Corporation,5,285775395.37223345,,60.06186742,-0.2398,0.1734,,150523000,14962800
EP,Empire Petroleum Corporation,12.93,285701979.6837736,,5.74777874,-1.2744,-5.0895,18.67912925,309425000,22096100
SEER,"Seer, Inc.",4.56,285645544.8994082,,22.77820717,-1.4512,-1.1693,,77810700,62641569
FOSL,"Fossil Group, Inc.",5.51,285618874.5636363,,0.16016072,-0.2936,0.4819,3.93188858,506587000,51836500
MASS,908 Devices Inc.,9,285401545.87737846,,5.85695081,-0.8751,-0.7929,,346030000,31711300
RIGL,"Rigel Pharmaceuticals, Inc.",1.65,285179969.25,,3.48097076,-0.4806,-0.1051,,170786000,172836000
UEIC,Universal Electronics Inc.,22.48,285085906.793483,250.38588754,0.5103687,0.0936,0.3858,8.68386729,293946000,12681800
BMEA,"Biomea Fusion, Inc.",9.69,284849616.3571428,,,-2.4388,-1.4277,,,29396200
ATNM,"Actinium Pharmaceuticals, Inc. (Delaware)",11.14,283884048.7301038,,276.26093489,-1.2971,-1.2045,,76106700,25483300
VERI,"Veritone, Inc.",7.82,283784955.3468415,,1.88672962,-1.4812,-2.12,,207784000,36289600
CCRD,CoreCard Corporation,33.32,283648781.03233683,18.281189,4.1887233,1.7989,1.026,10.26394004,160637000,8512870
PBFS,"Pioneer Bancorp, Inc.",10.88,282637167.7228806,19.47106851,4.39057107,0.5634,0.409,,186777000,25977700
HUMA,"Humacyte, Inc.",2.74,282544581.58273387,8.5935085,183.02166415,0.3334,-0.6624,,215045000,103118000
FRSG,First Reserve Sustainable Growth Corp.,10.11,281108000.4564356,24.02473834,,0.4204,-0.0112,,272569000,27804989
ABSI,Absci Corporation,3.04,280880510.9202454,,52.64146826,-1.2139,-1.1144,,110965000,92394900
DRTS,Alpha Tau Medical Ltd.,4.07,280875939.4937966,,,-1.4144,-0.6729,,293325000,69011300
PRCH,"Porch Group, Inc.",2.79,280547204.1206897,,1.08960149,-1.446,-1.1355,,370582000,100555000
DSP,Viant Technology Inc.,4.57,280305795.9614561,,0.29643623,-0.5772,-0.5649,,92508300,14253800
SKYA,Skydeck Acquisition Corp.,10.115,280260880.2616222,34.31771894,,0.2946,0.2058,,272137000,27707491
FZT,FAST Acquisition Corp. II,10.08,280144470,383.26996198,,0.0263,0.126,,273510000,27792122
PKE,Park Aerospace Corp.,13.68,280046165.29175943,34.60945529,5.20998171,0.39,0.4118,14.59448905,178288000,20471200
KLTR,"Kaltura, Inc.",2.1,279856196.44549763,,1.66553449,-0.5381,-0.951,,258059000.00000003,133264999.99999999
NWFL,Norwood Financial Corp.,34.29,279006998.9640456,9.54014334,3.2667386,3.5917,3.58,,377464000,8136690
LIAN,LianBio,2.4,278469338,,,-1.0482,-5.7149,,-56479600,108353831
HAIA,Healthcare AI Acquisition Corp.,10.32,278154980.0193986,13.71010638,,0.752,0.3924,,271356000,26953001
TWOA,two,10.13,277821585.87271833,,,-0.0057,-0.0271,,270891000,27425675
TGAA,Target Global Acquisition I Corp.,10.34,277753836.73184896,6886.66666667,,0.0015,-0.0042,,269521000,26862073
XPAX,XPAC Acquisition Corp.,10.11,277533777,137.92633015,,0.0733,0.1945,,269505000,27451414
CREC,Crescera Capital Acquisition Corp,10.33,277188329.89,20680,,0.0005403,0.0001,,268737000,26833333
ROC,ROC Energy Acquisition Corp.,10.3,276565290.01937985,,,-0.0088,-0.0088,,268740000,26851000
FTCI,"FTC Solar, Inc.",2.675,276288594.2176871,,1.51265567,-1.0358,-1.2388,,254023000,103285000
MVBF,MVB Financial Corp.,21.86,275785001.2231405,15.21268422,1.89955312,1.5278,3.0987,,523126999.99999994,12616000
UNTY,"Unity Bancorp, Inc.",26.13,275549003.43564355,7.30499611,2.58079996,3.6596,3.59,,667135000,10545300
DHX,"DHI Group, Inc.",5.76,275216298.4522613,141.13475177,1.83630295,0.0457,0.01,16.09613614,271485000,47780600
SILC,Silicom Ltd,41.37,275144584.8563774,20.66601371,2.32662599,2.3854,1.5126,,220176000,6650820
NODK,"NI Holdings, Inc.",13.01,274802011.6558245,,0.89098816,-2.2374,0.3886,,287005000,21122400
VCXA,10X Capital Venture Acquisition Corp. II,10.04,274309545.6605276,,,-0.2852,-0.0564,,273070000,27321667
NDLS,Noodles & Company,5.95,273846147.61627907,,0.5701175,-0.1977,0.0795,21.3851539,481113000,46024600
SCM,Stellus Capital Investment Corporation,14,273643079.4783802,13.69489614,3.12733662,1.0639,1.7226,19.16273168,816729000,19545900
HNRG,Hallador Energy Company,8.29,273425790.57352936,,1.00871682,-0.6381,-0.1215,14.15261659,305921000,32982600
TSBK,"Timberland Bancorp, Inc.",33.18,273406070.73039806,10.80904883,3.62263528,3.0991,2.8151,,254682000,8240090
PCB,PCB Bancorp,18.47,273358439.84004235,8.17174515,2.42055502,2.3518,2.31,,336402000,14800100
LVOX,"LiveVox Holdings, Inc.",2.95,272892007.84789646,,2.2198503,-0.5131,-1.2905,,135237000,92505800
GRIN,Grindrod Shipping Holdings Ltd.,14.35,272599670.3436185,,,,6.1009,,545165000,18996500
UPLD,"Upland Software, Inc.",8.57,272337837.71116227,,0.87544392,-1.7043,-1.9215,14.04471314,651574000,31778000
RANI,"Rani Therapeutics Holdings, Inc.",5.51,271967929.5333333,,,-1.1919,-0.4226,,196038000,24720000
PANL,Pangaea Logistics Solutions Ltd.,5.92,271862342.15172416,3.29040676,0.32108,1.7862,1.499,3.35239623,440597000,45922700
WAVC,Waverley Capital Acquisition Corp. 1,10.1099,271539788.1258812,1246.91358025,,0.0081,-0.0119,,261115000,26858799
MPAA,"Motorcar Parts of America, Inc.",13.98,271522114.3703704,,0.40072708,-0.2005,0.3763,10.98186112,551729000,19422200
TGAN,"Transphorm, Inc.",4.79,271318614.80452675,,14.99000694,-0.3827,-0.2222,,266136000.00000003,56642700
UONE,"Urban One, Inc.",6.94,271136058.7084548,8.84134553,0.7123007,0.835,0.7084,4.69169352,979826000,48379739
TRCA,Twin Ridge Capital Acquisition Corp.,10.17,270888273.30147785,41.41166871,,0.2451,0.2337,,263036000,26636003
RNGR,"Ranger Energy Services, Inc.",10.89,270877058.2087912,9.06600249,0.47637279,1.5605,0.6346,6.36826199,307100000,24873900
NC,"NACCO Industries, Inc.",36.89,270859925.1144158,4.00760285,1.20471314,9.3437,6.6933,10.51039237,279526000,7342323
RTC,Baijiayun Group Ltd - Class,9.27,270701128.7904255,,,,4.2356,,-7134620,29201800
SMHI,SEACOR Marine Holdings Inc.,10.13,270492891.0184287,,1.32887878,-2.8115,1.2997,,452686000,26702200
FSBW,"FS Bancorp, Inc.",35.09,270346431.93205315,9.17021104,1.87813342,3.7668,3.7,,489844000,7704370
BKCC,BlackRock Capital Investment Corporation,3.72,269967492.6031746,18.25205215,8.564788,0.2071,0.8289,18.64903764,479137000,72571900
IFIN,InFinT Acquisition Corporation,10.45,269954477,,,-0.0697,-0.007,,261394000,25832963
SELB,"Selecta Biosciences, Inc.",1.76,269334727.1011236,5.38577912,2.19557119,0.3418,-0.2247,5.6362601,142384000,153031000
OBT,"Orange County Bancorp, Inc.",47.725,269294088.13046265,10.83872458,2.74324019,4.33,4.33,,326961000,5642620
SKGR,SK Growth Opportunities Corporation,10.265,268943000,1800,,0.0057,-0.0014,,265319000.00000003,26200000
GNE,Genie Energy Ltd.,10.38,268708253.25215733,2.75343189,0.80496598,,1.0464,,162299000,25887100
BBLN,Babylon Holdings Limited,10.83,268641598.7463977,,0.18452252,-34.5582,-22.2748,1.04856024,377524000,24805300
SHAP,Spree Acquisition Corp. 1 Limited,10.35,268538160,,,,-0.0415,,60017200,5945715
CDAQ,Compass Digital Acquisition Corp.,10.11,268426678.11089113,41.32569558,,0.2444,-0.054,,258221999.99999997,26550610
RLGT,"Radiant Logistics, Inc.",5.42,268053568.95357147,5.93849417,0.18493332,0.9665,0.9621,,354857000,49456400
LLAP,Terran Orbital Corporation,1.88,267676710.95384616,,4.48357641,-1.2668,-0.0568,,345357000,142381000
IQMD,Intelligent Medicine Acquisition Corp.,10.335,267418138.0060406,,,,,,,28350000
TROO,"TROOPS, Inc.",2.6301,267212896.3279208,,71.19378676,-0.0826,-0.0828,,,101598000
KALV,"KalVista Pharmaceuticals, Inc.",7.83,267021391.35055348,,,-3.7434,-3.3645,,11154800,34102400
RIDE,Lordstown Motors Corp.,1.23,266880788.93023255,,,-1.0955,-2.2707,,95417700,216976000
IPSC,"Century Therapeutics, Inc.",4.51,265973860.19438443,,57.37868637,-2.2402,-1.7421,,264769999.99999997,58974200
JYNT,The Joint Corp.,18.28,265602530.8491979,328.07017544,2.87275471,0.0589,0.4403,31.54416512,246521000,14529700
EVI,"EVI Industries, Inc.",19.24,265463312.4538727,58.41498559,0.88466678,0.3486,0.2903,23.49883893,267202000,13797500
TRUE,"TrueCar, Inc.",3.01,265220606.83168313,,1.60953609,-1.2649,-0.396,,-31849600,88113200
KODK,Eastman Kodak Company,3.35,264990948.1534091,,0.2303894,-0.0005,0.2733,,701610000,79101800
OCGN,"Ocugen, Inc.",1.21,264853128.99212596,,,-0.3522,-0.2993,,290403000,218887000
SKYX,SKYX Platforms Corp.,3.2,264790474.66666672,,,,-0.0902,,313434000,82747000
ENER,Accretion Acquisition Corp.,10.18,264629113.0063882,,,-0.0184,-0.0774,,258134000,25995000
GRTS,"Gritstone bio, Inc.",3.17,264271084.3664596,,28.68171612,-1.4538,-0.9518,,118377000,83366300
SAMG,Silvercrest Asset Management Group Inc.,18.45,263745643.65384617,8.43927509,1.41624379,2.2237,1.5163,6.66264564,170102000,9627460
AZRE,Azure Power Global Limited,4.1,263062108.52873564,,,,,,,64161500.00000001
FRBA,First Bank,13.37,262451656.6364312,7.32052468,2.35785774,1.8608,1.84,,373460000,19629900
PHYT,Pyrophyte Acquisition Corp.,10.41,261876552.49038464,24.1243331,,0.4311,0.0987,,255139000,25156250
FDBC,"Fidelity D & D Bancorp, Inc.",46.5,261832052.1589688,8.80628074,,5.3192,5.29,,,5630800
EMLD,FTAC Emerald Acquisition Corp.,10.12,261555688.23738873,,,,-0.0029,,,33484483
WQGA,World Quantum Growth Acquisition Corp.,10.25,261310942.00000003,22.97691101,,0.4461,0.4796,,255815000,25493750
APAC,StoneBridge Acquisition Corporation,10.45,261249998.9966395,32.35202975,,0.3227,0.3452,,252328000,25000000
SMIH,Summit Healthcare Acquisition Corp.,10.14,261105010.039604,15.07012832,,0.6702,-0.0185,,,25750000
FTAA,FTAC Athena Acquisition Corp.,10.15,260449007.0069034,58.89534884,,0.172,0.0001,,336033000,34213333
CRGE,"Charge Enterprises, Inc.",1.26,260372598.63157895,,0.47405062,-0.4417,-0.3778,,409750000,206645000
CPS,Cooper-Standard Holdings Inc.,15.2,260042035.29568103,,0.1045988,-13.3894,-18.9398,69.0328312,984467000,17108000
GEEX,Games & Esports Experience Acquisition Corp.,10.4,260000009.00866213,16.17876051,,0.6422,0.0036,,253499000,25000000
LSEA,Landsea Homes Corporation,6.34,259623272.6987577,3.30901243,0.1819812,1.952,1.1409,6.36864297,726976000,40950000
MLAI,McLaren Technology Acquisition Corp.,10.32,259612492,,,-0.0049,-0.0132,,251512000,25156250
KBAL,"Kimball International, Inc.",7.13,259574895.2223757,,0.38963006,-0.1123,-0.427,7.56308328,298765000,36626010
TCS,Container Store (The),5.12,259218715.2340426,4.12346467,0.23490586,1.2683,1.6248,5.69269369,780129000,50628700
VHNA,Vahanna Tech Edge Acquisition I Corp.,10.35,258879384.50459155,1024.25742574,,0.0101,-0.0086,,251659000,25012500
GTAC,Global Technology Acquisition Corp. I,10.355,258874991.00434363,20.02319289,,0.5174,0.1739,,251338000,25000000
ORRF,Orrstown Financial Services Inc,24.22,258610358.10137105,11.85539083,1.87079733,2.0682,2.06,,371277000,10677600
BITE,Bite Acquisition Corp.,10.08,258451200,16816.66666667,,0.0006,-0.0312,,252547000,25640000
EEX,"Emerald Holding, Inc.",3.82,258268165.8984772,40.32753327,0.98922246,0.099,-1.5945,139.43457844,858013000,67609500
JILL,"J. Jill, Inc.",25.43,258163790.9984556,8.24237024,0.60433256,3.2147,-2.2642,5.09202125,562784000,10151900
PRLH,Pearl Holdings Acquisition Corp,10.32,257999992.00000003,469.09090909,,0.022,-0.0046,,250034000,25000000
BCOV,Brightcove Inc.,6.13,257902715.0015823,,1.23717085,-0.0766,0.1279,25.72314613,258177000.00000003,42072200
ARTE,Artemis Strategic Investment Corporation,10.25,257851561.99999997,24.10630292,,0.4252,0.0124,,251105000,25156250
CTRN,"Citi Trends, Inc.",30.85,257790415.2693026,4.30799769,0.31653965,7.4713,6.9056,5.19053887,376304000,8356250
TCMD,"Tactile Systems Technology, Inc.",12.79,257778651.87840995,,1.10136898,-1.5059,-0.599,1206.030625,207049000,20154700
OCN,Ocwen Financial Corporation NEW,33.94,257616432.56840244,3.06246565,0.31405219,11.5677,1.9268,19.71305762,11043200000,7590350
YI,"111, Inc.",3.01,257309184.00000003,,0.13147808,-0.7612,-1.2523,,298302000,47271583
AKTS,"Akoustis Technologies, Inc.",3.68,257298402.74929583,,10.65137777,-1.1727,-1.0927,,153976000,69918000
TLYS,"Tilly's, Inc.",8.59,256355318.4379311,12.28813559,0.37539901,0.7154,2.0647,9.21329054,412740000,29843500
QFTA,Quantum FinTech Acquisition Corporation,10.16,255587490.4906404,37.23404255,,0.2726,-0.2267,,248437000,25156300
