Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Free Cash Flow (Annual YoY Growth)
DFFN,Diffusion Pharmaceuticals Inc.,6.11,-1.29240711,-0.08,Buy,911,5566.21,12460990.63974152,,-7.3533,16,Health Technology,-7.0035115
PEN,"Penumbra, Inc.",250.49,0.01996486,0.05,Buy,108207,27104771.43,9513235605.227598,,-0.8132,3800,Health Technology,79.86482292
ENZ,"Enzo Biochem, Inc.",1.373,-2.62411348,-0.037,Sell,78529,107820.317,66893178.33687943,,-0.5458,520,Health Technology,-395.48036552
CLGN,CollPlant Biotechnologies Ltd.,11.12,-14.39568899,-1.87,Buy,54687,608119.44,122447669.41339491,,-1.4896,66,Health Technology,128.84615385
VCYT,"Veracyte, Inc.",24.615,-5.43603534,-1.415,Sell,254045,6253317.675,1766197659.97791,,-0.6063,761,Health Technology,-215.97702181
AQMS,"Aqua Metals, Inc.",1.26,-4.54545455,-0.06,Neutral,153323,193186.98,98767298.31818181,,-0.2204,23,Non-Energy Minerals,30.77457451
REED,"Reeds, Inc.",3.5201,-5.37365591,-0.1999,Strong Sell,33702,118634.4102,8873457.67110215,,-8.8435,31,Consumer Non-Durables,-86.26533583
DBGI,"Digital Brands Group, Inc.",2.98,1.36054422,0.04,Sell,2791505,8318684.9,6468051.4829932,,-169.649,58,Consumer Non-Durables,-591.48536934
PALI,"Palisade Bio, Inc.",2.2801,1.79017857,0.0401,Sell,464168,1058349.4568,9041025.03665179,,-19.063,13,Health Technology,-215.23850637
AVGR,"Avinger, Inc.",1.31,0,0,Buy,21591,28284.21,9740693,,-5.295,74,Health Technology,-6.03977081
WEBR,Weber Inc.,8.19,0,0,Buy,101412,830564.28,2360478836,,-1.3704,2564,Consumer Durables,-4814.37043313
UNCY,"Unicycive Therapeutics, Inc.",0.5502,-1.75,-0.0098,Sell,59805,32904.711,8301786.0375,,-1.0301,9,Commercial Services,-297.25839616
SNGX,"Soligenix, Inc.",0.4553,-5.06672227,-0.0243,Strong Sell,34748,15820.7644,19730505.2439533,,-0.3433,15,Health Technology,-2.69547465
IPA,ImmunoPrecise Antibodies Ltd.,4.535,2.13963964,0.095,Sell,44264,200737.24,,,-0.80101608,85,Health Technology,-417.74342554
FTHM,Fathom Holdings Inc.,5.3067,1.08,0.0567,Sell,5807,30816.0069,90609679.75080001,,-1.3395,244,Technology Services,-819.89473765
NTGR,"NETGEAR, Inc.",19.6,-0.75949367,-0.15,Sell,74802,1466119.2,566422459.2405064,,-2.1813,771,Technology Services,-108.45341637
WISA,"WiSA Technologies, Inc.",12.5,35.86956522,3.3,Neutral,1296442,16205525,8439923.91304348,,-103.92,46,Electronic Technology,-17.11229947
FLYW,Flywire Corporation - Voting,25.965,-3.69065282,-0.995,Buy,310031,8049954.915,2830171830.6598663,,-0.462,665,Technology Services,163.84135908
RFL,"Rafael Holdings, Inc.",2.0299,-0.00492611,-0.0001,Buy,90377,183456.2723,49677036.73477834,,-0.8652,23,Finance,-64.99652053
GROY,Gold Royalty Corp.,2.38,-3.6437247,-0.09,Strong Sell,272633,648866.54,342513075.8623481,,-0.1403,,Non-Energy Minerals,7.64762526
DATS,"DatChat, Inc.",0.62,-3.125,-0.02,Buy,86898,53876.76,12770399.625,,-0.8067,10,Technology Services,-674.74214571
MARK,"Remark Holdings, Inc.",1.35,-7.53424658,-0.11,Sell,1199285,1619034.75,14365050.41095891,,-8.0948,74,Technology Services,-12.29001368
HSDT,"Helius Medical Technologies, Inc.",0.3838,-3.68883312,-0.0147,Buy,243108,93304.8504,10824425.52873275,,-3.5476,26,Health Technology,-13.64138283
ALR,AlerisLife Inc.,0.795749,15.32594203,0.105749,Buy,230282,183246.671218,25948586.06055653,,-1.1889,10400,Health Services,-137.01962832
POET,POET Technologies Inc.,4.96,-4.24710425,-0.22,Buy,33314,165237.44,182107973.542029,,-0.46528214,,Electronic Technology,-3.12396535
LGVN,Longeveron Inc.,4.105,-1.32211538,-0.055,Buy,29595,121487.475,86280547.78846154,,-0.881,18,Health Technology,-289.14933686
LTRN,Lantern Pharma Inc.,5.56,4.5112782,0.24,Buy,22190,123376.4,60365146.78947367,,-1.4743,16,Health Technology,-87.14695047
NLSP,NLS Pharmaceutics Ltd.,1.41,-0.23349607,-0.0033,Buy,48772,68768.52,38709582.10571004,,-1.0416,6,Health Technology,-1953.16771549
RNAZ,"TransCode Therapeutics, Inc.",0.8595,12.35294118,0.0945,Buy,591695,508561.8525,11153932.61176471,,-1.1748,9,Health Technology,-1194.73395947
WALD,Waldencast plc,8.75,2.45901639,0.21,Sell,1576,13790,941191896.5163935,,-1.0784,,Consumer Non-Durables,
ACOR,"Acorda Therapeutics, Inc.",0.93,-1.06382979,-0.01,Buy,87468,81345.24,22634166.86170213,,-6.9367,130,Health Technology,37.54344261
OGEN,Oragenics Inc.,6.5,4.83870968,0.3,Sell,12692,82498,12746740.08064516,,-8.3856,5,Health Technology,20.28430601
GANX,"Gain Therapeutics, Inc.",3.95,-2.94840295,-0.12,Buy,36267,143254.65,46939307.71498771,,-1.3579,25,Health Technology,-282.08067316
PRTG,Portage Biotech Inc.,5.12,-0.38910506,-0.02,Strong Sell,16680,85401.6,87374734.4435798,,-0.9975,,Health Technology,-57.8898226
NUWE,"Nuwellis, Inc.",7.5,-0.53050398,-0.04,Sell,79251,594382.5,3895582.5596817,,-161.159,70,Health Technology,-7.28512152
ATNF,180 Life Sciences Corp.,3.2907,1.56481481,0.0507,Sell,316413,1041220.2591,7364668.8675,1.19928931,-7.7176,7,Health Technology,-400.30036467
HYFM,"Hydrofarm Holdings Group, Inc.",1.8086,-2.23783784,-0.0414,Sell,191140,345695.804,81695239.20918919,,-5.8187,835,Producer Manufacturing,-6.13498354
AREC,American Resources Corporation,1.54,-7.78443114,-0.13,Sell,197217,303714.18,105802962.11976048,,-0.3196,10,Energy Minerals,
ATOM,Atomera Incorporated,6.8,-4.09026798,-0.29,Neutral,51810,352308,162205348.94217208,,-0.7548,19,Commercial Services,-3.35102853
PCSA,"Processa Pharmaceuticals, Inc.",0.88,0.04547522,0.0004,Sell,31229,27481.52,14072012.36925876,,-1.1022,15,Health Technology,-181.50471344
COCP,"Cocrystal Pharma, Inc.",2.71,0,0,Neutral,54771,148429.41,22067529,,-1.0316,13,Health Technology,-26.82224429
CYN,Cyngn Inc.,0.8532,6.50355761,0.0521,Buy,193859,165400.4988,28736450.16751966,,-0.5264,42,Technology Services,-9.90598556
APM,Aptorum Group Limited,5.1001,-0.39061737,-0.02,Sell,14506,73982.0506,18215101.62949943,,-3.0443,26,Health Technology,11.50394761
PULM,"Pulmatrix, Inc.",4.0999,0.73464373,0.0299,Buy,9200,37719.08,14920294.63186732,,-6.5668,25,Health Technology,-54.34335117
BNTC,Benitec Biopharma Inc.,0.2332,1.87854958,0.0043,Buy,182256,42502.0992,6525205.9781564,,-2.08,18,Health Technology,-22.19889589
PSTV,"PLUS THERAPEUTICS, Inc.",0.450201,1.80913205,0.008,Buy,378998,170625.278598,15127370.97057673,,-0.8868,14,Health Technology,-22.24698018
APCX,AppTech Payments Corp.,5.288,7.91836735,0.388,Strong Buy,240909,1273926.792,86768476.07183672,,-1.0922,18,Technology Services,-208.51891307
FCRD,"First Eagle Alternative Capital BDC, Inc.",4.65,0,0,Buy,131487,611414.55,139137431,,-0.9608,,Finance,-3.73103731
MDXG,"MiMedx Group, Inc",3.77,1.89189189,0.07,Buy,299724,1129959.48,428529052.8648648,,-0.3023,811,Health Technology,84.92360326
STXS,"Stereotaxis, Inc.",2.1848,-3.75330396,-0.0852,Neutral,36604,79972.4192,163520723.65920705,,-0.248,130,Health Technology,-122.80544355
ACGN,"Aceragen, Inc.",5.0723,7.69214437,0.3623,Sell,73241,371500.3243,18767510,,-5.2044,13,Health Technology,27.18472469
OMEX,"Odyssey Marine Exploration, Inc.",3.065,-1.12903226,-0.035,Strong Sell,62412,191292.78,59790391.59516128,,-1.1439,13,Process Industries,42.68846161
INNV,InnovAge Holding Corp.,7.73,1.31061599,0.1,Strong Buy,15575,120394.75,1047956762.5714287,,-0.2023,2000,Technology Services,56.41117621
MOTS,"Motus GI Holdings, Inc.",1.0585,4.8019802,0.0485,Neutral,113225,119848.6625,4927948.40792079,,-7.4059,30,Health Technology,17.40333051
NSPR,InspireMD Inc.,1.14,1.77662709,0.0199,Buy,9611,10956.54,9502591.57218105,,-2.2396,52,Health Technology,-47.82419021
DSP,Viant Technology Inc.,4.72,1.07066381,0.05,Buy,52648,248498.56,289506205.0192719,,-0.5772,350,Technology Services,53.05026842
ONTX,"Onconova Therapeutics, Inc.",1.0999,29.2479436,0.2489,Buy,2989037,3287641.7963,23016499.64512339,,-0.8279,15,Health Technology,15.60415764
RWLK,ReWalk Robotics Ltd.,0.84,-1.99509975,-0.0171,Sell,61986,52068.24,52095842.4921246,,-0.2894,51,Health Technology,9.05070289
KMPH,"KemPharm, Inc.",5.37,-2.54083485,-0.14,Buy,53833,289083.21,185291125.8784029,,-1.021,24,Health Technology,557.49559083
EMKR,EMCORE Corporation,1.24,-2.74509804,-0.035,Neutral,121195,150281.8,46628131.38823529,,-0.649,469,Electronic Technology,-153.87402934
NXTP,"NextPlay Technologies, Inc.",3.06,10.86956522,0.3,Buy,111592,341471.52,18176076.26086957,,-6.844,250,Commercial Services,-2071.8807263
LNSR,"LENSAR, Inc.",2.95,4.24028269,0.12,Buy,13933,41102.35,32518745.42402827,,-2.1391,110,Health Technology,34.14565233
HY,"Hyster-Yale Materials Handling, Inc.",31.6,0.22201078,0.07,Buy,27111,856707.6,535267156.3843959,,-10.9754,8100,Producer Manufacturing,-358.50694444
QLGN,"Qualigen Therapeutics, Inc.",1.27,1.6,0.02,Sell,33077,42007.79,5347993.368,,-5.2924,46,Health Technology,-1.31785252
KULR,"KULR Technology Group, Inc.",1.3101,-5.06521739,-0.0699,Sell,126395,165590.0895,147709306.41978264,,-0.1824,57,Producer Manufacturing,-166.87725567
BTTR,Better Choice Company Inc.,0.71828,-0.23888889,-0.00172,Buy,9698,6965.87944,21121404.48744445,,-0.684,43,Retail Trade,-57.74447746
NVFY,"Nova Lifestyle, Inc",0.945001,11.43879717,0.097001,Buy,39449,37279.344449,6728623.31126651,,-2.8816,29,Consumer Durables,-129.26891769
IVAC,"Intevac, Inc.",6.84,-1.15606936,-0.08,Buy,11775,80541,174014093.44508672,,-0.9978,151,Electronic Technology,-128.34132968
BRTX,"BioRestorative Therapies, Inc.",3.06,1.66112957,0.05,Buy,3562,10899.72,11241304.44518273,,-9.726,7,Health Technology,-65.93340019
EYEN,"Eyenovia, Inc.",2.185,3.55450237,0.075,Buy,251657,549870.545,80121716.3293839,,-0.5641,45,Health Technology,-238.46736077
EDSA,"Edesa Biotech, Inc.",1.4777,-0.15540541,-0.0023,Sell,36800,54379.36,28598448.29033784,,-1.2006,16,Health Technology,10.13906729
QMCO,Quantum Corporation,1.78,5.95238095,0.1,Buy,345237,614521.86,184835187.28571427,,-0.5728,905,Electronic Technology,-420.18706157
APYX,Apyx Medical Corporation,2.925,-1.18243243,-0.035,Neutral,114186,333994.05,101198625.27871622,,-0.5551,272,Health Technology,32.88880879
LWLG,"Lightwave Logic, Inc.",6.035,-1.5497553,-0.095,Neutral,414906,2503957.71,680973321.106036,,-0.1823,19,Process Industries,-104.61027961
KOPN,Kopin Corporation,1.195,-3.62903226,-0.045,Strong Sell,419303,501067.085,130403728.35080644,,-0.1842,181,Electronic Technology,-137.52484869
VZIO,VIZIO Holding Corp.,8.77,-0.7918552,-0.07,Neutral,113421,994702.17,1705330466.3416288,,-0.0875,800,Technology Services,22.76968407
CYTO,Altamira Therapeutics Ltd.,2.75,-0.72202166,-0.02,Sell,51849,142584.75,3215324.81949459,,-26.7317,17,Health Technology,-189.9037977
BTCY,"Biotricity, Inc.",0.81,-0.58910162,-0.0048,Buy,94034,76167.54,42241052.6509573,,-0.458,44,Technology Services,-37.11202139
RCAT,"Red Cat Holdings, Inc.",1.2,-4.76190476,-0.06,Neutral,112573,135087.6,65181261.9047619,,-0.324,70,Technology Services,-1130.68120086
FNA,"Paragon 28, Inc.",16.42,-2.20369267,-0.37,Strong Sell,156706,2573112.52,1338568064.23109,,-0.4537,343000,Health Technology,-153.02036994
WRAP,"Wrap Technologies, Inc.",2.28,-2.9787234,-0.07,Buy,79378,180981.84,93763430.19574468,,-0.4718,68,Health Technology,-55.38252913
TGAN,"Transphorm, Inc.",4.8,-1.2345679,-0.06,Sell,8027,38529.6,271885041.9753086,,-0.3827,,Electronic Technology,-43.44881112
IKT,"Inhibikase Therapeutics, Inc.",0.7578,15.16717325,0.0998,Buy,242180,183524.004,21239496.32279635,,-0.7466,6,Health Technology,-1165.94265779
MRIN,Marin Software Incorporated,1.2105,0.875,0.0105,Buy,113015,136804.6575,19507413.285,,-1.1583,156,Technology Services,-22.2119328
ZOM,Zomedica Corp.,0.2555,-0.89216447,-0.0023,Buy,4089602,1044893.311,250377162.56206363,,-0.0179,47,Health Technology,11.27049546
SNDL,SNDL Inc.,2.19,-3.52422907,-0.08,Sell,2726321,5970642.99,570933022.1894273,,-0.5924,580,Process Industries,-181.48452935
FWBI,"First Wave BioPharma, Inc.",5.86,7.91896869,0.43,Buy,1046103,6130163.58,4859340.78821363,,-333.8569,17,Health Technology,-188.24670176
FENC,Fennec Pharmaceuticals Inc.,9.41,-0.52854123,-0.05,Sell,25555,240472.55,247112658.2824903,,-0.75706802,10,Health Technology,14.14209135
CYRN,CYREN Ltd.,0.7425,-6.38002774,-0.0506,Strong Sell,131276,97472.43,5939857.69764216,,-3.7692,200,Technology Services,-71.51691949
NG,Novagold Resources Inc.,6.295,-0.39556962,-0.025,Neutral,518289,3262629.255,2102314166.9321427,,-0.15434328,13,Non-Energy Minerals,-23.4096159
TOVX,"Theriva Biologics, Inc.",0.933942,3.19812508,0.028943,Buy,46617,43537.574214,14797434.67796097,,-1.3492,16,Health Technology,-6.37156271
ATRO,Astronics Corporation,14.75,-0.202977,-0.03,Buy,102902,1517804.5,475218108.6941814,,-0.8508,2100,Electronic Technology,-116.05483271
AIM,AIM ImmunoTech Inc.,0.5301,-5.33928571,-0.0299,Sell,201307,106712.8407,25488412.08428572,,-0.4352,23,Health Technology,-34.16530671
QUOT,Quotient Technology Inc.,3.895,-2.625,-0.105,Buy,205953,802186.935,376644764.7775,,-0.8813,1162,Commercial Services,-37.67251849
THCH,TH International Limited,3.05,10.90909091,0.3,Sell,308244,940144.2,455003678.1454546,10.67132324,0.2577,,Consumer Services,
MRAI,"Marpai, Inc.",0.929399,8.06965116,0.069399,Buy,50559,46989.484041,19459664.40279651,,-1.1817,148,Technology Services,-453.97420228
EBET,"EBET, INC.",0.75,6.99001427,0.049,Buy,131916,98937,12956490.7275321,,-3.1128,37,Technology Services,-52.40009788
VCNX,"Vaccinex, Inc.",0.6,-0.23279016,-0.0014,Sell,36910,22146,25631374.45959428,,-0.5066,39,Health Technology,12.46501019
SONM,"Sonim Technologies, Inc.",0.4925,-0.30364372,-0.0015,Sell,29872,14711.96,20112322.19635628,,-1.2643,102,Electronic Technology,-264.41207076
HTGM,"HTG Molecular Diagnostics, Inc.",4.16,-1.88679245,-0.08,Sell,107021,445207.36,3830648.67924528,,-29.269,87,Commercial Services,-4.51948979
TKNO,"Alpha Teknova, Inc.",5.84,-3.31125828,-0.2,Neutral,25317,147851.28,164282023.3112583,,-1.3474,237,Health Technology,-877.57514353
AQB,"AquaBounty Technologies, Inc.",1.1191,-1.83333333,-0.0209,Buy,283312,317054.4592,79579995.16833332,,-0.3119,95,Health Technology,-40.68094639
HYRE,HyreCar Inc.,0.5001,0.02,0.0001,Sell,98181,49100.3181,15210165.4248,,-0.8254,76,Finance,-131.53228854
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",6.1211,-2.37480064,-0.1489,Neutral,21289,130312.0979,127134300.03556623,,-4.8636,151,Consumer Services,-36.00255031
AUGX,"Augmedix, Inc.",1.49,-9.6969697,-0.16,Sell,31112,46356.88,55773978.90303031,,-0.6503,706,Commercial Services,-27.62970835
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",4.315,-1.03211009,-0.045,Buy,41294,178183.61,88210991.76949541,,-1.1258,5,Health Technology,-186.34856899
RMTI,"Rockwell Medical, Inc.",1.5,-9.63855422,-0.16,Sell,251207,376810.5,17449009.3373494,,-2.8467,300,Health Technology,-10.38361597
SMSI,"Smith Micro Software, Inc.",3.11,0.32258065,0.01,Buy,81291,252815.01,174897323.81612903,,-0.4603,373,Technology Services,-308.24117558
SHPW,"Shapeways Holdings, Inc.",0.5975,0.92905405,0.0055,Buy,82245,49141.3875,29454217.69003379,,-0.2983,152,Commercial Services,-1801.29932054
BIOL,"Biolase, Inc.",0.57,-0.26246719,-0.0015,Sell,364657,207854.49,13779455.27559055,,-3.678,161,Health Technology,-35.1097665
UAVS,"AgEagle Aerial Systems, Inc.",0.5295,0.85714286,0.0045,Buy,536737,284202.2415,46600841.14285713,,-0.3954,124,Electronic Technology,-442.11410674
PI,"Impinj, Inc.",125.0296,-2.73854531,-3.5204,Buy,180503,22568217.8888,3240141798.051323,,-1.7716,332,Electronic Technology,62.36195764
LASR,"nLIGHT, Inc.",12.12,-1.14192496,-0.14,Buy,83130,1007535.6,549122088.5774878,,-0.9231,1300,Electronic Technology,-215.36730642
CHEK,Check-Cap Ltd.,2.93,-3.93442623,-0.12,Sell,10092,29569.56,17054349.35409837,,-0.1958,81,Health Technology,-28.00177883
LPTV,"Loop Media, Inc.",6,0.33444816,0.02,Buy,15449,92694,338287263.2107023,,-0.5991,,Technology Services,
VHC,VirnetX Holding Corp,1.4683,-0.79054054,-0.0117,Neutral,38244,56153.6652,104872817.56337838,,-0.3039,24,Technology Services,-118.38486934
RKDA,"Arcadia Biosciences, Inc.",0.3201,1.58679784,0.005,Sell,100860,32285.286,7888212.82069185,,-0.9077,58,Process Industries,19.31232816
QUBT,Quantum Computing Inc.,1.76,-2.22222222,-0.04,Sell,76154,134031.04,93811171.91111112,,-1.1784,32,Technology Services,40.74165765
RVYL,Ryvyl Inc.,0.5345,-10.91666667,-0.0655,Strong Sell,494616,264372.252,26536605.67583334,,-0.7503,50,Technology Services,-556.01838069
BLZE,"Backblaze, Inc.",6.8602,-6.02465753,-0.4398,Neutral,43303,297067.2406,223834908.20060277,,-1.4976,270,Electronic Technology,-137.9558631
SBEV,"Splash Beverage Group, Inc. (NV)",1.19,0.84745763,0.01,Neutral,58365,69454.35,47720326.14406779,,-0.6465,21,Health Services,29.51327623
KTRA,"Kintara Therapeutics, Inc.",6.18,-5.79268293,-0.38,Strong Sell,14127,87304.86,9987781.56402439,,-19.0705,20,Commercial Services,-8.07716769
SUNW,"Sunworks, Inc.",2.2388,-5.53586498,-0.1312,Neutral,470206,1052697.1928,78778659.1843038,,-1.1603,511,Producer Manufacturing,-714.77624543
SUNL,"Sunlight Financial Holdings, Inc.",1.23,-5.38461538,-0.07,Strong Sell,95136,117017.28,159435501.8538461,,-4.4154,216,Finance,-599.19770774
BFRI,Biofrontera Inc.,0.892799,-2.76639076,-0.025401,Strong Sell,82967,74072.854633,23836841.66780331,,-0.681,69,Health Technology,-116.07243916
AKTX,Akari Therapeutics Plc,0.487551,-2.4898,-0.012449,Strong Sell,25240,12305.78724,29674586,,-0.346,9,Health Technology,-11.18627809
BLPH,"Bellerophon Therapeutics, Inc.",1.93,-8.0952381,-0.17,Neutral,82570,159360.1,18422720.33809524,,-2.0014,20,Health Technology,-14.77066989
PRSO,Peraso Inc.,1.02,7.82241015,0.074,Buy,80796,82411.92,14355389.42917548,,-0.4227,82,Electronic Technology,-18.19088461
AYTU,"Aytu BioPharma, Inc.",3.32,0.3021148,0.01,Sell,31821,105645.72,11288000,,-55.4818,164,Health Technology,-11.0114004
KOSS,Koss Corporation,5.9602,-2.61111111,-0.1598,Neutral,17527,104464.4254,54773012.84777778,6.34196891,1.0474,34,Consumer Durables,-317.90231485
OPGN,"OpGen, Inc.",1.8075,-5.859375,-0.1125,Strong Sell,165400,298960.5,4853001.9375,,-18.3132,99,Commercial Services,0.27202915
LSF,"Laird Superfood, Inc.",1.1,-8.33333333,-0.1,Sell,10888,11976.8,10144884.75,,-3.4762,145,Consumer Non-Durables,-50.22392899
VERI,"Veritone, Inc.",7.98,-4.88676996,-0.41,Buy,407833,3254507.34,289591297.14421934,,-1.4812,546,Commercial Services,394.27662957
AUID,authID Inc.,0.7199,31.12932605,0.1709,Buy,765708,551233.1892,18019791.98542806,,-1.0558,60,Electronic Technology,-89.60406644
SANW,S&W Seed Company,1.44,2.12765957,0.03,Neutral,78757,113410.08,61377757.27659576,,-0.8564,180,Process Industries,-33.79371959
BZUN,Baozun Inc.,7.45,-8.36408364,-0.68,Buy,731542,5449987.9,352816585.27834004,,-0.9247,8821,Retail Trade,-520.18204794
NET,"Cloudflare, Inc.",50.49,-4.9331576,-2.62,Buy,3098452,156440841.48000002,16592275123.457916,,-0.6956,2440,Technology Services,71.95157833
RMED,"Ra Medical Systems, Inc.",3.22,-1.52905199,-0.05,Strong Sell,39443,127006.46,6959727.6941896,,-92.665,58,Health Technology,1.69539318
ECOR,"electroCore, Inc.",0.3575,-2.02795286,-0.0074,Neutral,135211,48337.9325,25444449.68484516,,-0.3011,52,Health Technology,30.42591458
OCUP,"Ocuphire Pharma, Inc.",3.415,0.14662757,0.005,Buy,153481,524137.615,71055963.08504397,,-1.1764,9,Health Technology,-184.97866706
MXCT,"MaxCyte, Inc.",5.77,0,0,Buy,158968,917245.36,588809851,,-0.2331,84,Health Technology,-76.93502608
GOVX,"GeoVax Labs, Inc.",0.8,-3.61445783,-0.03,Neutral,987346,789876.8,21067962.40963856,,-2.8404,11,Health Technology,-286.74742722
FORA,Forian Inc.,3.25,-1.81268882,-0.06,Buy,1526,4959.5,105809316.2386707,,-0.9551,140,Technology Services,-328.89455004
ALLT,Allot Ltd.,3.77,-1.04986877,-0.04,Buy,15451,58250.27,140757187.0446194,,-0.7952,741,Electronic Technology,-12.19400595
GLMD,Galmed Pharmaceuticals Ltd.,0.595,-8.61618799,-0.0561,Sell,108533,64577.135,14996020.49608355,,-0.9031,24,Health Technology,-24.9591736
GNPX,"Genprex, Inc.",1.42,5.97014925,0.08,Buy,199543,283351.06,68195964.14925371,,-0.4729,17,Health Technology,-2.6086084
IMNN,"Imunon, Inc.",1.545,-0.96153846,-0.015,Neutral,74321,114825.945,11486007.36538462,,-14.5197,29,Health Technology,-5.73898964
APEN,"Apollo Endosurgery, Inc.",9.835,0.0508647,0.005,Buy,357665,3517635.275,467646022.8173957,,-1.0227,202,Health Technology,25.79983211
VRCA,Verrica Pharmaceuticals Inc.,4.585,-2.65392781,-0.125,Buy,36343,166632.655,188416244.0732484,,-1.0219,38,Health Technology,10.17476962
VRPX,"Virpax Pharmaceuticals, Inc.",0.815,1.12917235,0.0091,Neutral,13674,11144.31,9547263.3453282,,-1.945,7,Health Technology,-950.11264677
OPTT,"Ocean Power Technologies, Inc.",0.6978,-1.71830986,-0.0122,Neutral,105524,73634.6472,39022286.09492958,,-0.3825,54,Producer Manufacturing,-84.34964669
DERM,Journey Medical Corporation,1.98,-1,-0.02,Sell,5141,10179.18,35176086.99,,-2.3391,90,Health Technology,
SLNO,"Soleno Therapeutics, Inc.",2.87,2.13523132,0.06,Buy,82156,235787.72,23417425.91103203,,-3.2019,31,Health Technology,-10.44291102
FRPT,"Freshpet, Inc.",62.59,-2.5988173,-1.67,Buy,355217,22233032.03,3005576225.909742,,-1.4539,789,Consumer Non-Durables,-180.04035051
CEMI,"Chembio Diagnostics, Inc.",0.36,2.8277635,0.0099,Buy,134673,48482.28,13215050.89974293,,-1.1945,337,Health Technology,-43.1596933
FRTX,"Fresh Track Therapeutics, Inc.",2.28,-8.8,-0.22,Buy,34578,78837.84,6870059.52,,-8.5761,16,Health Technology,-80.40584335
KA,"Kineta, Inc.",7.14,2,0.14,Neutral,49397,352694.58,11073618.78,,-20.8523,40,Health Technology,-170.90203686
AYRO,"AYRO, Inc.",0.74,-1.33333333,-0.01,Buy,134475,99511.5,27395183.81333334,,-0.6498,32,Producer Manufacturing,-158.54268589
CDXS,"Codexis, Inc.",6.11,-7.00152207,-0.46,Neutral,323405,1976004.55,401347698.3378996,,-0.4785,261,Process Industries,-39.00158322
DGLY,"Digital Ally, Inc.",0.33,-2.94117647,-0.01,Neutral,686565,226566.45,18184123.94117647,,-0.1683,146,Commercial Services,-65.17732697
NUTX,Nutex Health Inc.,1.315,-3.30882353,-0.045,Strong Sell,626734,824155.21,854447665.0624998,,-1.1247,24,Health Services,-364.36664881
EVER,"EverQuote, Inc.",15.875,-2.06662554,-0.335,Buy,113163,1796462.625,510465374.7686614,,-0.7931,674,Technology Services,-21.05958806
JXJT,JX Luxventure Limited,0.887358,-5.60021277,-0.052642,Sell,32159,28536.545922,6791086.70969362,,-9.5647,415,Consumer Non-Durables,-69.78511574
GECC,Great Elm Capital Corp.,8.875,-1.00390407,-0.09,Neutral,13249,117584.875,67467376.78471835,,-6.756,,Finance,43.07528409
ACER,Acer Therapeutics Inc.,2.31,-2.11864407,-0.05,Sell,196712,454404.72,37823040.47033899,,-1.4362,35,Health Technology,98.88574695
RPTX,Repare Therapeutics Inc.,12.36,-0.56315366,-0.07,Sell,90981,1124525.16,518644319.9806919,,-0.6447,152,Health Technology,-1033.08871708
LFLY,"Leafly Holdings, Inc.",0.6403,6.71666667,0.0403,Neutral,407047,260632.1941,25634775.471,6.36942675,0.2143,236,Commercial Services,-118.32318471
APVO,Aptevo Therapeutics Inc.,2.28,-4.60251046,-0.11,Sell,41783,95265.24,11609208.60251046,1.93522267,1.235,54,Health Technology,24.84616196
CLXT,"Calyxt, Inc.",0.3441,1.20588235,0.0041,Buy,300206,103300.8846,16806286.26970588,,-0.4985,55,Commercial Services,57.52562805
AULT,"Ault Alliance, Inc.",0.126196,0.07613006,0.000096,Sell,4713838,594867.500248,45021838.07647898,,-0.7335,323,Producer Manufacturing,-1436.77164549
DRTS,Alpha Tau Medical Ltd.,4,-0.74441687,-0.03,Neutral,53979,215916,276045149.3796526,,-1.4144,83,Health Technology,-33.77200944
HOFV,Hall of Fame Resort & Entertainment Company,14,1.08303249,0.15,Buy,33988,475832,77194159.27797835,,-3.445,52,Consumer Services,-36.60380175
ATOS,"Atossa Therapeutics, Inc.",0.81,-1.2195122,-0.01,Buy,255795,207193.95,102565525.9390244,,-0.1919,8,Health Technology,-42.32727241
AMSC,American Superconductor Corporation,5.08,-4.86891386,-0.26,Buy,90365,459054.2,148537836.7715356,,-1.0125,326,Producer Manufacturing,-90.66539014
GNUS,"Genius Brands International, Inc.",0.7,4.5088086,0.0302,Buy,1887959,1321571.3,223397471.18542853,,-0.2032,83,Consumer Services,-201.22679945
DARE,"Dare Bioscience, Inc.",1.25,-7.74907749,-0.105,Buy,580075,725093.75,106031857.93357936,,-0.2916,28,Health Technology,-13.96298592
AXGN,"Axogen, Inc.",9.73,-4.70127326,-0.48,Strong Sell,153026,1488942.98,411448527.46620953,,-0.6882,451,Health Technology,-33.85777632
BLCM,"Bellicum Pharmaceuticals, Inc.",1.1847,-6.71653543,-0.0853,Buy,37703,44666.7441,10204446.0992126,,-0.4936,7,Health Technology,59.64556962
WINT,"Windtree Therapeutics, Inc.",0.1526,-6.95121951,-0.0114,Strong Sell,1079160,164679.816,5891904.6097561,,-1.4747,33,Health Technology,-1.3077556
CMMB,Chemomab Therapeutics Ltd.,2.29,10.09615385,0.21,Sell,27353,62638.37,23817601,,-2.111,,Health Technology,0.97497254
