Ticker,Description,Price,Market Capitalization,Price to Earnings Ratio (TTM),Price to Revenue Ratio (TTM),Basic EPS (TTM),EPS Diluted (FY),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),Total Shares Outstanding
VRPX,"Virpax Pharmaceuticals, Inc.",0.815,9547263.3453282,,,-1.945,-1.0291,,-6623690,11714400
OPTT,"Ocean Power Technologies, Inc.",0.6901,38591687.63845071,,17.58438409,-0.3825,-0.3494,,-4659070,55921900
DERM,Journey Medical Corporation,1.98,35176086.99,,0.46844095,-2.3391,-2.5406,,33856400,17642659
SLNO,"Soleno Therapeutics, Inc.",2.87,23417425.91103203,,,-3.2019,-5.8124,,-5996640,8159380
FRPT,"Freshpet, Inc.",62.59,3005576225.909742,,5.63868598,-1.4539,-0.6918,,2215840000,48020100
CEMI,"Chembio Diagnostics, Inc.",0.36,13215050.89974293,,0.18910516,-1.1945,-1.3952,,16339900,36708500
FRTX,"Fresh Track Therapeutics, Inc.",2.28,6870059.52,,1.45387232,-8.5761,-22.117,,-6030260,3013180
KA,"Kineta, Inc.",7.14,11073618.78,,2.24107162,-20.8523,-26.8906,,8831530,1550928.56212
AYRO,"AYRO, Inc.",0.74,27395183.81333334,,8.70797874,-0.6498,-0.9405,,-32436600,37020500
CDXS,"Codexis, Inc.",6.11,401347698.3378996,,3.23883768,-0.4785,-0.3296,,332150000,65687000
DGLY,"Digital Ally, Inc.",0.33,18184123.94117647,,0.42945174,-0.1683,0.5072,,19147200,55103400
NUTX,Nutex Health Inc.,1.315,854447665.0624998,,8.96219785,-1.1247,-0.3662,,1221330000,649770000
EVER,"EverQuote, Inc.",15.86,509983045.2806909,,1.2416058,-0.7931,-0.6681,,188890000,32155274
JXJT,JX Luxventure Limited,0.887358,6791086.70969362,,0.07295574,-9.5647,-8.2256,,,7653150
GECC,Great Elm Capital Corp.,8.875,67467376.78471835,,,-6.756,-2.5204,,142382000,7601960
ACER,Acer Therapeutics Inc.,2.31,37823040.47033899,,105.47245789,-1.4362,-1.0775,,24352900,16373600
RPTX,Repare Therapeutics Inc.,12.36,518644319.9806919,,4.55671181,-0.6447,-2.8269,,171413000,41961500
LFLY,"Leafly Holdings, Inc.",0.6403,25634775.471,6.36942675,0.7355536,0.2143,-0.3549,,29633000,40035600
APVO,Aptevo Therapeutics Inc.,2.28,11609208.60251046,1.93522267,1.79473593,1.235,-6.0702,,3045400,5091760
CLXT,"Calyxt, Inc.",0.3441,16806286.26970588,,7.7292086,-0.4985,-0.7791,,14511900,48841300
AULT,"Ault Alliance, Inc.",0.1262,45023265.12133228,,0.34410595,-0.7335,-0.4365,,260636000.00000003,356761000
DRTS,Alpha Tau Medical Ltd.,4,276045149.3796526,,,-1.4144,-0.6729,,293325000,69011300
HOFV,Hall of Fame Resort & Entertainment Company,14,77194159.27797835,,4.52833605,-3.445,-22.686,,213509000,5513863.62975
ATOS,"Atossa Therapeutics, Inc.",0.81,102565525.9390244,,,-0.1919,-0.1762,,-11379200,126624000
AMSC,American Superconductor Corporation,5.08,148537836.7715356,,1.41096058,-1.0125,-0.7056,,94196500,29239700
GNUS,"Genius Brands International, Inc.",0.6997,223301729.41206333,,4.63613102,-0.2032,-0.4245,,190946000,319139000
DARE,"Dare Bioscience, Inc.",1.25,106031857.93357936,,11.49345092,-0.2916,-0.6328,,45015700,84825500
AXGN,"Axogen, Inc.",9.71,410602795.6523016,,3.21798412,-0.6882,-0.6547,,511559000,42286600
BLCM,"Bellicum Pharmaceuticals, Inc.",1.1847,10204446.0992126,,26.10371631,-0.4936,-0.8436,,26277400,8613530
WINT,"Windtree Therapeutics, Inc.",0.1535,5926653.7195122,,,-1.4747,-2.7317,,18684600,38610100
CMMB,Chemomab Therapeutics Ltd.,2.29,23817601,,,-2.111,-1.2008,,-17739400,11450770.1
VVOS,"Vivos Therapeutics, Inc.",1.2599,28992967.87213741,,1.68904275,-1.1575,-0.9555,,9927640,23012100
PHUN,"Phunware, Inc.",1.07,109811674.3301887,,4.67180983,-0.7386,-0.7094,,112411000,102628000
AIP,"Arteris, Inc.",6.17,206233450.0455975,,4.12648045,-0.8725,-0.7416,,150190000,33320891.00000001
MTNB,"Matinas Biopharma Holdings, Inc.",0.6,130118718.0183237,,60.15056547,-0.1111,-0.1127,,109057000,216865000
ENLV,Enlivex Therapeutics Ltd.,4.43,81526017.64253393,,,-1.5573,-0.8101,,25657700,18403200
BLFS,"BioLife Solutions, Inc.",22.46,960524162.1608512,,6.47412696,-2.4513,,,952430000,42766000
MSGM,Motorsport Games Inc.,2.969,5544176.58263889,,0.22750111,-30.3733,-17.7947,,7255850,1167350
ZEST,"Ecoark Holdings, Inc.",0.3703,11060192.15252922,,0.50874345,-1.0655,-0.3949,,11891400,29868200
AMPE,"Ampio Pharmaceuticals, Inc.",0.289899,4373356.26349286,,,-1.3971,-1.5051,,-2574870,15085800
BLBD,Blue Bird Corporation,14.45,462759939.87989026,,0.58274923,-1.4474,-1.4751,,435968000,32024900.00000001
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.9,11285270.79545455,,,-1.8333,-2.1384,,-5619570,12539200
INSG,Inseego Corp.,1.12,120791618.05128206,,0.47517909,-0.627,-0.5072,,374222000,107850000
ANY,Sphere 3D Corp.,0.3965,27202705.92685852,,5.08719279,-1.3023,-0.5774,,66150999.99999999,68607100
AZYO,"Aziyo Biologics, Inc.",4.5699,73686757.23343047,,1.2858214,-2.8337,-2.3775,,132663999.99999999,16124406
TOUR,Tuniu Corporation,2.395,311694614,,8.91979602,-0.275,-0.1524,,-47976000,117902955.333333
UTRS,"Minerva Surgical, Inc.",0.3832,11286643.28268157,,0.20430346,-0.6012,-0.7447,,39457200,28968185
VERO,Venus Concept Inc.,0.3604,24357480.03485104,,0.21528795,-0.6007,-0.4225,,100219000,67584600
INAB,"IN8bio, Inc.",2.22,54394783.71052632,,,-1.3611,-0.7802,,20943300,24502200
BCLI,Brainstorm Cell Therapeutics Inc.,1.7078,62406048.96276315,,,-0.6985,-0.676,,158286000,36541800
DSS,"DSS, Inc.",0.23,31973949,,0.72162331,-0.4526,-0.6016,,107503000,139017000
SESN,"Sesen Bio, Inc.",0.618087,125322727.12501904,,2.11195297,-0.0175,-0.0018,,-92131500,202759000
CUTR,"Cutera, Inc.",33.5364,657832516.0266823,,2.67388663,-4.2038,0.1123,,958696000,19615500
ITRM,Iterum Therapeutics plc,1.27,15536385.46280992,,,-2.4582,-0.5605,,-12732900,12233400
SLGG,"Super League Gaming, Inc.",0.56,21039745.07422403,,1.18208984,-2.052,-0.6943,,28369200,37571000
FXLV,F45 Training Holdings Inc.,3.06,297786349.9741935,,1.75834689,-0.8009,-1.9071,,371686000,97315800
ADTX,"Aditxt, Inc.",1.36,5842061,,2.28460546,-66.8633,-121.451,,-824459,4295630
GNE,Genie Energy Ltd.,10.41,269484866.70086294,2.75343189,0.80496598,,1.0464,,162299000,25887100
LMNL,Liminal BioSciences Inc.,0.421999,13099930.30608891,,39.57863594,-0.1032,-3.372,,-15482000,23313000
SLS,"SELLAS Life Sciences Group, Inc.",3.25,66911798.00000001,,66.82764075,-2.2246,-1.337,,21124000,20588200
VERB,"Verb Technology Company, Inc.",0.1934,22466581.67508233,,1.86361566,-0.3115,-0.5501,,55774800,116166000
NRGV,"Energy Vault Holdings, Inc.",4.425,611837432.5396041,,15.55317967,-0.5768,-0.0929,,467556000,138268000
EVGN,Evogene Ltd.,0.7625,31427159.66398903,,25.336022,-0.69155993,-0.71453695,,6355060.83,41215900
NVNO,enVVeno Medical Corporation,5.29,50106517.62998103,,,-2.5956,-1.9042,,31980100,9471930
ENVB,"Enveric Biosciences, Inc.",2.79,5798376.03146853,,,-74.0662,-103.6895,,-12808700,2078270
RSLS,"ReShape Lifesciences, Inc.",7.5501,3919996.57036849,,0.31501046,-172.5505,-250.1635,,783489,519198
CLRB,"Cellectar Biosciences, Inc.",1.59,14922582.60389611,,,-15.4203,-4.3451,,4328670,9385270
VLN,Valens Semiconductor Ltd.,5.455,542435442.0220338,,6.57580962,-0.2908,-1.1463,,261593000.00000003,99438200
HZN,Horizon Global Corporation,1.735,48116341.19252873,,0.07130884,-3.2756,-1.171,,380771000,27732800
VTVT,vTv Therapeutics Inc.,0.94,98303156.68686868,,39.48722487,-0.308,-0.2138,,88041400,81483600
MASS,908 Devices Inc.,9.01,285718658.7061311,,5.85695081,-0.8751,-0.7929,,346030000,31711300
CAPR,"Capricor Therapeutics, Inc.",4.34,109547677.0235849,,65.08732712,-1.1313,-0.8672,,106134000,25241400
LSTA,"Lisata Therapeutics, Inc.",3.5403,27825639.06574648,,,-12.2686,-7.4484,,-53257400,7859680
WEAV,"Weave Communications, Inc.",5.28,346274622.51301116,,2.57187344,-0.8466,-0.8341,,284740000,65453292.00000001
RCEL,"Avita Medical, Inc.",9.225,230910067.4918743,,6.54421786,-1.0434,,,48519900,24842900
PTE,"PolarityTE, Inc.",0.81,5877997.26506024,,3.22693714,-4.2271,-9.4317,,-8751170,7256790
MIRO,Miromatrix Medical Inc.,3.52,73583119.58017492,,2303.44237795,-1.3812,-0.7197,,62854600,20904300
GGE,Green Giant Inc.,2.6473,147595635.16743398,,13.57312769,-2.3201,-2.9878,,155110000,55753300
CTV,Innovid Corp.,2.2,294031269,,2.45012752,-0.7043,-3.3103,,332994000,133651000.00000001
KNSA,"Kiniksa Pharmaceuticals, Ltd.",13.9,966491503.3452466,7.00726271,5.57510821,2.0471,-2.3029,,711873000,69531778
RGLS,Regulus Therapeutics Inc.,1.4,23576366.66666667,,,-2.1286,-3.2446,,-12884700,16840300
DCTH,"Delcath Systems, Inc.",3.81,38277438.30400001,,8.24998747,-3.7893,-3.5894,,33211500,10046600
ANVS,"Annovis Bio, Inc.",16.657,135986470.05311477,,,-3.4542,-1.8996,,79858700,8163920
MBRX,"Moleculin Biotech, Inc.",1.2565,35970863.3492126,,,-0.877,-0.5914,,-19569700,28627800
SONN,"Sonnet BioTherapeutics Holdings, Inc.",1.23,9759011.92241379,,14.8471622,-6.8249,-6.8355,,3787270,7934160
MOVE,Movano Inc.,1.3269,44605320.43489796,,,-0.8746,-0.7403,,74060500,33616200
BSGM,"BioSig Technologies, Inc.",0.7075,33974482.71621622,,209.50644503,-0.7553,-0.9527,,28922000,48020500
PHGE,BiomX Inc.,0.36,10793621.07091172,,,-1.1196,-1.3929,,-12001300,29982300
WATT,Energous Corporation,0.8211,64114232.75903614,,73.19215845,-0.39,-0.6381,,51713600,78083300
PDSB,PDS Biotechnology Corporation,8.415,239900614.93533123,,,-1.0115,-0.661,,13255100,28508700
ERNA,Eterna Therapeutics Inc.,4.8099,14151304.18053719,,,-10.3982,-56.492,,4031660,2942120
LIND,Lindblad Expeditions Holdings Inc.,10.97,582958934.9735401,,1.57515418,-2.1705,-2.4879,,874788000,53141200
GMBL,Esports Entertainment Group Inc.,0.1065,8305716.29464286,,0.09741542,-3.8339,-3.5627,,42368800,77987900
INKT,"MiNK Therapeutics, Inc.",2.29,77369781.54017857,,,-0.7737,-0.9025,,47069000,33785929
ALLR,"Allarity Therapeutics, Inc.",0.2516,6174569.44032922,,,-4.0341,-4.1906,,10054600,10260157
INMB,INmune Bio Inc.,8.215,147426342.7760479,,340.56604148,-1.7398,-1.8809,,69240200,17946000
ASPS,Altisource Portfolio Solutions S.A.,5.93,95611954.22042137,3.47370792,0.58477848,1.8328,0.7354,,398884000,16123400
OLK,Olink Holding AB (publ),19.485,2342059764,,18.76104906,-0.2196,-0.4271,,1377840000,119007100
EXFY,"Expensify, Inc.",10.38,854495988.216319,,5.1272929,-0.5621,-0.1666,,1160760000,82644269
ALRN,"Aileron Therapeutics, Inc.",2.8246,12827016.43749129,,,-6.521,-5.8924,,-6661760,4541180
TCON,"TRACON Pharmaceuticals, Inc.",1.6881,37495141.02654867,,,-1.4868,-1.6616,,27912900,22211400
CRMD,CorMedix Inc.,4.24,175036233.8561485,,1927.20379738,-0.746,-0.749,,58269700,41282100
LUMO,"Lumos Pharma, Inc.",3.5428,29675223.95176812,,23.50828599,-3.4006,-3.6511,,6881060,8376210
XCUR,"Exicure, Inc.",1.36,6751895.82857143,,0.75776244,-9.4493,-21.7008,,-401550,4964630
CASI,"CASI Pharmaceuticals, Inc.",2.06,28028626.5882353,,0.75204577,-1.9705,-2.6931,,25883900,13606100
DRRX,DURECT Corporation,6.61,150615358.38508373,,6.43230251,-1.3998,-1.6114,,103351000,22786000
ATNM,"Actinium Pharmaceuticals, Inc. (Delaware)",11.3475,289171835.0955882,,276.26093489,-1.2971,-1.2045,,76106700,25483300
BIVI,BioVie Inc.,5.02,153274809.0851485,,,-1.2052,-1.0576,,59370600,30532800
CLVR,Clever Leaves Holdings Inc.,0.49,21629411.85263158,,1.15395385,-1.9919,-1.7799,,12711000,44141661
MAX,"MediaAlpha, Inc.",13.05,812759607.421875,,1.08787168,-0.7806,-0.1857,,459788000,43109900
AAOI,"Applied Optoelectronics, Inc.",2.35,67030733.67088608,,0.30596549,-2.2048,-2.0126,,192198000,28523700
DIBS,"1stdibs.com, Inc.",6.215,241954741.01919997,,2.3970606,-0.6211,-0.7376,,108871000,38930800
XBIT,XBiotech Inc.,4.2009,127872363.59358107,,16.46167964,-1.1904,-0.5796,,-109910000,30439300
ACRX,"AcelRx Pharmaceuticals, Inc.",1.99,16314240,0.31947343,9.65217118,6.2336,-5.8566,,22700400,8198110
ESTA,Establishment Labs Holdings Inc.,67.47,1642376727.534838,,10.56298238,-3.1135,-1.7161,,1425300000,24342300
SKYT,"SkyWater Technology, Inc.",10.1,437184907.0692883,,2.33035758,-1.5894,-1.2826,,376147000,43285600
TPST,"Tempest Therapeutics, Inc.",2.07,21770392.94117647,,,-3.7587,-7.467,,-2354490,10517100
VNRX,VolitionRX Limited,2.6,149555558.25757575,,737.40404525,-0.5726,-0.5092,,63920700,57521400
TRVI,"Trevi Therapeutics, Inc.",2.4,143815075.1219512,,,-0.792,-1.4859,,-8637830,59922900
PIXY,"ShiftPixy, Inc.",11.29,109187804.01298697,,3.40636286,-143.2938,-148.284,,48477500,9671200
HEAR,Turtle Beach Corporation,9.28,153648604.63894966,,0.60790982,-1.9245,0.971,,154721000,16557000
ARMP,"Armata Pharmaceuticals, Inc.",3.3378,120643800.96510638,,21.7714427,-1.0275,-0.9606,,166147000,36144700
CISO,Cerberus Cyber Sentinel Corporation,1.425,208411299.33962265,,6.00159456,-0.4351,-0.3292,,429466000,146254000
SDIG,"Stronghold Digital Mining, Inc.",0.5809,34138225.4952459,,0.15080168,-3.1609,-0.5602,,168493000,23063813
WTER,The Alkaline Water Company Inc.,0.2476,36647096.01384615,,0.52833932,-0.3282,-0.3993,,51894200,148009000
TMDX,"TransMedics Group, Inc.",62.78,2004202587.5902708,,29.09997881,-1.4914,-1.601,,1125070000,31924200
ARDS,Aridis Pharmaceuticals Inc.,0.6733,14007872.29525286,,5.13331706,-2.2768,-3.7684,,27910500,20804800
NBSE,"NeuBase Therapeutics, Inc.",0.225,7426947.4235442,,,-1.0343,-1.0397,,-4118380,33008700
CVM,Cel-Sci Corporation,2.6,113567644.16058391,,,-0.871,-0.8721,,126886000,43679900
MRKR,"Marker Therapeutics, Inc.",2.76,23073375.97690087,,3.7514325,-4.4023,-5.474,,20471400,8359920
STIM,"Neuronetics, Inc.",5.795,157748544.5413793,,2.52131227,-1.3683,-1.2243,,49864700,27221500
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",0.1489,18654324.74429855,,,-0.3332,-0.3711,,-20231900,125281000
ORGN,"Origin Materials, Inc.",6.03,860504694.951096,12.42926011,,0.4943,0.3962,,380429000,142704000
OPNT,"Opiant Pharmaceuticals, Inc.",20.22,104493195.44718656,,5.05432039,-6.5083,0.5082,,36374200,5167810
ISPO,Inspirato Incorporated,1.17,145162206.8852459,,0.26007516,-0.3964,-0.0399,,226538000,58873800
RDHL,Redhill Biopharma Ltd.,0.212,19161971,,0.17650056,-1.5759,-2.1023,,121691000,91204053.4
CTSO,Cytosorbents Corporation,2.325,101453033.89240506,,2.86440086,-0.9498,-0.5664,,50139200,43635700
MAPS,"WM Technology, Inc.",1.235,180851948.4,,0.5281608,0.4203,-0.1811,,204468000,90952500
UUUU,Energy Fuels Inc,7.555,1190859987.6599998,,88.3961536,-0.06546756,0.01019874,,875914042,157625000
TLS,Telos Corporation,4.89,328659954.294,,1.44466467,-0.5751,-0.6499,,488415000,67210600
SCPH,scPharmaceuticals Inc.,5.64,192065018.93145865,,,-1.275,-1.0249,,144057000,34054100
CDTX,"Cidara Therapeutics, Inc.",1.1865,84974872.70826447,,1.74889887,-0.5492,-0.8096,,4179130,71618100
CTXR,"Citius Pharmaceuticals, Inc.",1.36,198847132.0606061,,,-0.2303,-0.2303,,136409000,146211000
KRBP,"Kiromic BioPharma, Inc.",0.2136,3897499.47808564,,,-2.4676,-2.2607,,6335130,18246700
ONCS,OncoSec Medical Incorporated,2.18,6475722.44651163,,,-18.13,-19.1316,,15964900,2970510
SOS,SOS Limited,6.58,42957320,,0.13924018,-8.1883,-10.52,,,5971147.706
CMPX,"Compass Therapeutics, Inc.",3.81,480789526.035533,,,-0.3807,-0.815,,138987000,126191000
CRVS,"Corvus Pharmaceuticals, Inc.",0.8198,38164569.14789327,,,-0.8748,-1.0331,,-8642950,46553500
CADL,"Candel Therapeutics, Inc.",2.504,72350690.41498128,,622.10804056,-0.4196,-1.2591,,36345600,28894000
CSII,"Cardiovascular Systems, Inc.",13.59,569179754.1390135,,2.23109969,-0.9893,-0.9414,,427167000,41882200
GTBP,"GT Biopharma, Inc.",0.8334,27091849.52752941,,,-1.0442,-2.0604,,34644900,32507600
APLD,Applied Digital Corporation,3.1703,299511914.9001875,,10.74863432,-0.483,-0.4118,,205354000,93946353
TMCI,"Treace Medical Concepts, Inc.",23.245,1290137992.4421031,,11.21321085,-0.8175,-0.3829,,1206770000,55501700
CELC,Celcuity Inc.,10.35,224256031.03746396,,,-2.3812,-2.2122,,107816000,21667200
GRAY,"Graybug Vision, Inc.",0.662999,14295931.2914689,,,-1.7215,-1.6897,,-23072000,21562500
TCRT,"Alaunos Therapeutics, Inc.",0.730555,175633287.22133622,,54.30307503,-0.1878,-0.3673,,343769000,240411000
TFFP,"TFF Pharmaceuticals, Inc.",0.93,33659568.73015873,,,-1.3567,-1.2505,,90394900,36193100
BZFD,"BuzzFeed, Inc.",3.2103,446673835.45674413,,1.20083421,-0.3958,0.183,,390427000,139138000
LVOX,"LiveVox Holdings, Inc.",2.87,265491546.618123,,2.2198503,-0.5131,-1.2905,,135237000,92505800
LRMR,"Larimar Therapeutics, Inc.",4.92,212884464,,,-1.8326,-2.9501,,-48003700,43269200
AVPT,"AvePoint, Inc.",4.44,828819056.3097347,,3.67036128,-0.2029,-0.4813,,535193999.99999994,186671000
NH,"NantHealth, Inc.",3.1024,23898873.04,,0.36792328,-7.6383,-7.6557,,283996000,7703333.32563
TRHC,"Tabula Rasa HealthCare, Inc.",6.09,165186912.01497504,,0.48379498,-5.8078,-3.3943,,365424000,27124300
GALT,Galectin Therapeutics Inc.,1.14,67745644.10810809,,,-0.5973,-0.5245,,112990000,59426000
ZYNE,"Zynerba Pharmaceuticals, Inc.",0.6001,28242330.95021873,,,-0.8661,-0.9503,,-23519700,47062700
EGIO,"Edgio, Inc.",1.555,344564341.21974516,,1.09292275,-0.5009,-0.4285,,678712000,221585000
MTCR,"Metacrine, Inc.",0.5129,21833904.13348605,,,-1.02,-2.288,,-18317800,42569500
XGN,Exagen Inc.,2.7387,44694183.01158846,,1.04182002,-2.3538,-1.6811,,13072400,16319500
RERE,ATRenew Inc.,2.79,701895730,,0.53032829,-0.2666,-0.9075,,254074000,138625951.759518
AWH,Aspira Women's Health Inc.,0.51,63543397.30994152,,7.62263433,-0.2749,-0.2847,,26175400,124595000
SNAX,"Stryve Foods, Inc.",0.74,23757197.3442288,,0.66524552,-1.5312,-1.5887,,25090300,32104311.00000001
IMH,"Impac Mortgage Holdings, Inc.",0.28,9315190.28551163,,0.14374476,-1.1908,-0.2184,,29248000,33268500.00000001
ARLO,"Arlo Technologies, Inc.",3.715,328672972.6827957,,0.63687265,-0.4768,-0.6776,,308369000,88471900
FSTX,"F-star Therapeutics, Inc.",4.07,89466416.14014253,,4.34543436,-2.0688,-1.8791,,89013700,21981900
TELA,"TELA Bio, Inc.",11.46,219563800.62988117,,5.17201965,-2.8557,-2.2991,,128661000,19159100
PRVA,"Privia Health Group, Inc.",26.34,3010623634.903756,,2.51745947,-0.355,-1.7455,,3968410000,114299000
PLUR,Pluri Inc.,1.09,35596397.28695653,,116.65727539,-1.112,-1.2811,,7074830,32657200.00000001
NVVE,Nuvve Holding Corp.,2.379,57643426.68157895,,7.61995785,-4.0437,-1.6402,,14301800,24230100
EFTR,"eFFECTOR Therapeutics, Inc.",0.5111,21133120.2778542,3.58380282,7.28020351,0.1464,0.3911,,9714500,41348300
IMNM,"Immunome, Inc.",5.14,62342249.49905124,,,-3.0491,-2.1416,,26947100,12128800
APPF,"AppFolio, Inc.",112.24,4276529589.3323274,,7.91430564,-1.9462,-1.9457,,3602600000,35161132
JAGX,"Jaguar Health, Inc.",4.62,18620751.74042553,,0.61853778,-69.0818,-88.224,,38882500,2043188.40823
ICLK,iClick Interactive Asia Group Limited,3.805,39636161,,0.19774955,-7.8497,-1.4144,,-20832000,9002246
ACHV,"Achieve Life Sciences, Inc.",4.83,46902907.83400809,,,-3.9911,-4.0828,,29578500,9710750
EB,"Eventbrite, Inc.",8.39,828010455.3076923,,3.39522355,-0.7815,-1.4748,,259028000.00000003,98690167
EPIX,ESSA Pharma Inc.,2.77,122082413.79285716,,,-0.7972,-0.7971,,-86814300,20843500
TARA,"Protara Therapeutics, Inc.",3.17,35717620.16451612,,,-3.3077,-4.2067,,-56368200,11267400
VBLT,Vascular Biogenics Ltd.,0.1536,10713617.51307847,,13.55347598,-0.5073,-0.451,,-14591000,69750100
UPH,"UpHealth, Inc.",2.59,38990975.84980238,,0.25314839,-37.0062,-31.863,,201226000,14721600
MLTX,MoonLake Immunotherapeutics,11.76,643896117.4694562,,,-0.9515,-0.3068,,230363000,38977600
ONDS,Ondas Holdings Inc.,2.01,86198944.12682925,,39.42754795,-0.9339,-0.4395,,146134000,42885000
FTK,"Flotek Industries, Inc.",1.26,97659150.99999999,,0.94865609,-0.5319,-0.4161,,170876000,77507300
PTN,"Palatin Technologies, Inc.",4.164,46437378.58208955,,17.77789136,-3.9051,-3.793,,36882900,11152100
NPCE,"Neuropace, Inc.",3.9309,97891783.20454767,,2.31294336,-1.9032,-1.4755,,75660600,24903100
NOVN,"Novan, Inc.",1.52,37182589.07586207,,2.55991849,-1.8338,-1.7398,,34896400,24462200
MTRX,Matrix Service Company,7.81,211083391.122807,,0.28653068,-1.9748,-2.3903,,136460000,27027300
OLO,Olo Inc.,7.895,1290089590.2952852,,7.45326464,-0.2481,-0.3415,,833320000,163405687
VYNE,VYNE Therapeutics Inc.,0.25,14508956.8627451,,5.34641694,-0.6747,-1.4247,,-22652800,58035800
PAR,PAR Technology Corporation,33.77,921575835.0526314,,2.78964632,-3.0199,-3.0213,,1062880000.0000002,27289800
BXRX,"Baudax Bio, Inc.",3.03,1515283.93708609,0.01175998,0.65707883,301.9672,-405.398,,5977500,500092.5
ORMP,Oramed Pharmaceuticals Inc.,1.975,77251602.74484538,,28.04230985,-0.9308,-0.7811,,94059500,39114700
TRUE,"TrueCar, Inc.",2.985,263017777.8712871,,1.60953609,-1.2649,-0.396,,-31849600,88113200
SVRA,"Savara, Inc.",2.62,298795276.1890909,,,-0.2815,-0.3212,,128812999.99999999,114044000
VLCN,"Volcon, Inc.",1.7399,42412251.44005989,,9.75253149,-1.9838,-2.3181,,44840200,24351260
PRPL,"Purple Innovation, Inc.",5.5511,509804684.15553486,,0.82207159,-0.5996,-0.2999,,455999000,91390200
ELDN,"Eledon Pharmaceuticals, Inc.",3.35,46085240.2887538,,,-2.686,-2.3284,,-25676100,13756800
PSTX,"Poseida Therapeutics, Inc.",6.79,583596327.1523811,,3.71613478,-0.6679,-2.0081,,82358000,85949400
ABOS,"Acumen Pharmaceuticals, Inc.",5.445,222838170.58073395,,,-0.9469,-2.4857,,206183000,40925300
ELOX,"Eloxx Pharmaceuticals, Inc.",4.04,8752279.19617225,,,-19.3288,-38.15,,3323560,2166405
MICT,"MICT, Inc.",1.09,171620371.64485982,,2.70968945,-0.3109,-0.3236,,25919800,157450000
LQDA,Liquidia Corporation,6.25,403093423.4655689,,31.2243779,-0.818,-0.6961,,276942000,64495000.00000001
ATRC,"AtriCure, Inc.",43.94,2043577214.5967667,,6.28748673,-1.2292,1.0904,,1743850000,46508400
SOPA,Society Pass Incorporated,1.11,29593534.33980583,,7.63481475,-1.9758,-1.7618,,16998100,25877403
BLDE,"Blade Air Mobility, Inc.",4.41,315990990.41906875,,2.51215535,-0.2976,-0.934,,101789000,71653300
CRDF,"Cardiff Oncology, Inc.",1.7401,77742743.7170115,,192.8373913,-0.9263,-0.7255,,-44722200,44677200
ADMA,ADMA Biologics Inc,3.555,774123778.2384198,,5.52362771,-0.3657,-0.5133,,595029000,217756000
XXII,"22nd Century Group, Inc",1.0801,232547266.91756755,,4.58557771,-0.266,-0.2103,,159697000,215302000
ALKS,Alkermes plc,28.775,4728088310.509993,,4.21308859,-0.7889,-0.2993,,3493630000,164312000
NHWK,"NightHawk Biosciences, Inc.",1.16,29767327.3277311,,4.40692522,-1.7506,-1.4077,,-5886840,25661500
BTTX,"Better Therapeutics, Inc.",1.3648,32406163.47138643,,,-1.9035,-1.7089,,34181000,23744300
PIRS,"Pieris Pharmaceuticals, Inc.",1.56,116073753.67058825,,4.4378715,-0.4715,-0.7086,,27950600,74406200
AQST,"Aquestive Therapeutics, Inc.",0.87675,47481289.21779833,,0.98524286,-1.6287,-1.8525,,164162000,54156000
NEXT,NextDecade Corporation,5.74,828810770.7965218,,,-0.5778,-0.3389,,866942000,144392000
OTRK,"Ontrak, Inc.",1.14,31100181.54,,1.08967586,-3.3793,-2.471,,10485300,27280900
AREN,"The Arena Group Holdings, Inc.",9.03,165277841.56727666,,0.70416369,-4.89,-7.869,,329789000,18303200
SNTI,"Senti Biosciences, Inc.",1.87,92765233.81387782,,24.77985641,-1.4007,-0.1309,,13385500,65008399.99999999
NMTR,"9 Meters Biopharma, Inc.",2.0118,26063837.92535344,,,-3.2036,-3.0258,,58365100,12955500
AMBA,"Ambarella, Inc.",86.52,3353243311.141137,,10.04562307,-1.6661,-0.7221,,1921910000,38756900
ONCT,"Oncternal Therapeutics, Inc.",1.19,68425001.00992957,,34.06826645,-0.8034,-0.6353,,-22170600,57500000
HNST,"The Honest Company, Inc.",3.1261,289704713.10626626,,0.91225007,-0.4951,-0.4263,,322245000,92672900
CBIO,"Catalyst Biosciences, Inc.",0.2846,8962068.47118644,0.78541001,2.87196657,0.3759,-2.8698,,-6840790,31490100
NERV,"Minerva Neurosciences, Inc",2.348,12538771.69152542,,,-8.743,-9.3454,,80778100,5340190
LBPH,"Longboard Pharmaceuticals, Inc.",4.66,80223531.44894026,,,-2.4167,-1.6284,,-12603300,17215300
APRE,"Aprea Therapeutics, Inc.",0.5,26498906.94469942,,,-5.1732,-1.7442,,-10475800,52997800
TENB,"Tenable Holdings, Inc.",39.85,4483686986.061661,,6.95222219,-0.7408,-0.4388,,3772090000,112514000
CNTG,Centogene N.V.,1.24,27984283.83333333,,0.25046246,-2.7854,-2.4733,,62140500,22568000
LCI,Lannett Co Inc,0.5454,23453624.80074006,,0.07044581,-5.8519,-5.7402,,571647000,43002600
ABEO,Abeona Therapeutics Inc.,2.55,43798287.11320754,,3.91539329,-17.64,-21.57,,4309580,17175800
